movie_name,genre,number_different_values
The Clock,"[['Horror'], ['Comedy, Drama, Romance'], ['Sci-Fi']]",3
Stricken,"[['Horror'], ['Drama, Thriller'], ['Thriller']]",3
The Condemned,"[['Action, Crime, Thriller'], ['Horror'], ['Drama, Mystery'], ['Action, Crime, Thriller'], ['Action, Crime, Thriller']]",3
The Conductor,"[['Fantasy'], ['Thriller'], ['Biography, Drama']]",3
The Confession,"[['Horror'], ['Drama, Mystery'], ['Drama, Thriller'], ['Drama, Thriller']]",3
Stray Dog,"[['Crime, Drama, Film-Noir'], ['Crime, Drama'], ['Crime, Drama'], ['Action, Crime, Thriller'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller']]",3
Hustler,"[['Comedy, Romance'], ['Action'], ['Thriller']]",3
The Court,"[['Comedy, Crime, Drama'], ['Sport'], ['Thriller']]",3
Hyde,"[['Crime, Drama, Thriller'], ['Action, Thriller'], ['Thriller'], ['Action, Thriller'], ['Crime, Drama, Thriller'], ['Thriller']]",3
Hydra,"[['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Action, Thriller'], ['Action'], ['Action, Thriller']]",3
Loft,"[['Crime, Drama, Mystery'], ['Crime, Drama, Thriller'], ['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Crime, Drama, Mystery'], ['Crime, Drama, Mystery'], ['Crime, Drama, Horror'], ['Crime, Drama, Mystery'], ['Crime, Drama, Thriller']]",3
The Counterfeiters,"[['Crime, Drama, History'], ['Action, Comedy, Crime'], ['Crime, Drama'], ['Crime, Drama, History'], ['Action, Comedy, Crime'], ['Crime, Drama, History'], ['Action, Comedy, Crime']]",3
Hypnosis,"[['Horror, Thriller'], ['Horror'], ['Horror, Thriller'], ['Thriller']]",3
The Count,"[['Horror, Thriller'], ['Biography, Comedy, Drama'], ['Drama, Sci-Fi'], ['Horror, Thriller'], ['Biography, Comedy, Drama']]",3
The Counselor,"[['Crime, Drama, Thriller'], ['Adventure, Crime, Mystery'], ['Adventure, Crime, Mystery'], ['Adventure, Crime, Mystery'], ['Crime, Drama, Thriller'], ['Thriller']]",3
I,"[['Action, Drama, Romance'], ['Action, Drama, Romance'], ['Sci-Fi'], ['Sci-Fi'], ['Action, Drama, Romance'], ['Action, Thriller, Drama'], ['Action, Drama, Romance'], ['Action, Thriller, Drama']]",3
I Am Vengeance,"[['Crime, Thriller'], ['Action'], ['Action'], ['Thriller'], ['Crime, Thriller']]",3
I Do,"[['Drama, Romance'], ['Comedy, Romance'], ['Comedy, Drama, Romance'], ['Drama, Romance']]",3
The Conversation,"[['Biography, Drama, History'], ['Drama, Mystery, Thriller'], ['Action'], ['Drama, Mystery, Thriller'], ['Biography, Drama, History']]",3
Loaded,"[['Action, Crime, Drama'], ['Action, Crime, Thriller'], ['Drama, Thriller, Mystery'], ['Action, Crime, Drama'], ['Action, Crime, Thriller'], ['Action, Crime, Drama'], ['Drama, Thriller, Mystery'], ['Action, Crime, Thriller']]",3
The Contractor,"[['Crime, Thriller'], ['Action, Crime, Thriller'], ['Action, Drama, Thriller'], ['Action, Crime, Thriller'], ['Action, Drama, Thriller'], ['Crime, Thriller'], ['Action, Crime, Thriller']]",3
Stranger Than Fiction,"[['Comedy, Drama, Fantasy'], ['Comedy, Drama, Fantasy'], ['Action, Drama'], ['Thriller, Comedy']]",3
Stranger in the House,"[['Crime, Drama'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",3
The Consequence,"[['Drama, Romance'], ['Action, Drama'], ['Thriller']]",3
I Wish,"[['Comedy, Romance'], ['Drama, Fantasy'], ['Fantasy']]",3
The Conqueror,"[['Adventure, Biography, History'], ['Adventure, Biography, History'], ['Adventure, Biography, History'], ['Adventure, Biography, History'], ['Action'], ['Adventure, Biography, History'], ['Biography, Western']]",3
The Confidence Man,"[['Crime, Mystery'], ['Crime'], ['Crime, Drama'], ['Crime, Mystery']]",3
Summer Love,"[['Action, Crime, Drama'], ['Comedy, Musical, Romance'], ['Romance'], ['Romance'], ['Action, Crime, Drama']]",3
It Could Happen to You,"[['Action, Adventure, Crime'], ['Comedy, Drama, Romance'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Comedy, Mystery'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime']]",3
The Keep,"[['Drama, Fantasy, Horror'], ['Horror'], ['Drama, Fantasy, Horror'], ['Thriller'], ['Thriller']]",3
That Night,"[['Horror'], ['Drama, Romance'], ['Drama, Thriller']]",3
Kandahar,"[['Action, Thriller'], ['Action, Drama'], ['Action'], ['Action, Thriller']]",3
Lady of the Lake,"[['Horror'], ['Action, Drama'], ['Thriller']]",3
Kangaroo,"[['Adventure, Crime, Drama'], ['Comedy, Drama, Romance'], ['Adventure, Crime, Drama'], ['Thriller'], ['Comedy, Drama, Romance']]",3
The Abominable Snowman,"[['Adventure, Horror'], ['Action, Horror'], ['Horror'], ['Adventure, Horror'], ['Action, Horror']]",3
The Abductors,"[['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Action, Drama'], ['Action, Thriller'], ['Crime, Drama, Film-Noir'], ['Action, Thriller']]",3
Kaos,"[['Crime, Drama, Mystery'], ['Comedy, Drama, Romance'], ['Crime, Drama, Mystery'], ['Action']]",3
The 39 Steps,"[['Crime, Mystery, Thriller'], ['Comedy, Crime, Drama'], ['Crime, Mystery, Thriller'], ['Comedy, Crime, Drama'], ['Crime, Mystery, Thriller'], ['Comedy, Crime, Drama'], ['Thriller']]",3
Lady Dracula,"[['Comedy, Horror'], ['Comedy, Fantasy, Horror'], ['Comedy, Fantasy, Horror'], ['Comedy, Fantasy, Horror'], ['Action'], ['Comedy, Fantasy, Horror']]",3
Sweetwater,"[['Drama, Sport'], ['Sci-Fi, Drama, Thriller'], ['Thriller, Western'], ['Sci-Fi, Drama, Thriller']]",3
Lacuna,"[['Drama, Horror, Mystery'], ['Drama, Romance'], ['Drama, Horror, Mystery'], ['Drama, Sci-Fi'], ['Drama, Horror, Mystery']]",3
Swim,"[['Action, Horror'], ['Drama, Romance'], ['Action, Horror'], ['Biography, Drama']]",3
The Accursed,"[['Horror'], ['Drama, Horror, Mystery'], ['Horror'], ['Drama, History, Mystery'], ['Drama, Horror, Mystery'], ['Drama, History, Mystery'], ['Drama, History, Mystery']]",3
Labor Day,"[['Comedy, Horror, Thriller'], ['Drama, Romance, Thriller'], ['Comedy, Drama, Romance'], ['Drama, Romance, Thriller'], ['Comedy, Horror, Thriller']]",3
Karla,"[['Crime, Drama, Thriller'], ['Drama, Romance'], ['Sci-Fi'], ['Crime, Drama, Thriller']]",3
Kartavya,"[['Family'], ['Action, Drama'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller']]",3
Kasam,"[['Action, Crime, Thriller'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Action, Drama'], ['Action, Crime, Thriller'], ['Action, Crime, Thriller']]",3
Swiss Family Robinson,"[['Adventure, Family'], ['Adventure, Family'], ['Family'], ['Adventure, Family'], ['Adventure, Family'], ['Adventure, Comedy']]",3
La revancha,"[['Action, Crime, Sport'], ['Action, Crime, Drama'], ['Action, Crime, Sport'], ['Action, Crime, Sport'], ['Action, Crime, Drama'], ['Action, Drama'], ['Action, Crime, Sport']]",3
Sworn Brothers,"[['Action, Crime'], ['Drama, History, Thriller'], ['Action, Drama'], ['Action, Crime'], ['Drama, History, Thriller']]",3
Sylvia,"[['Biography, Drama, Romance'], ['Fantasy, Romance, Thriller'], ['Fantasy, Romance, Thriller'], ['Fantasy, Romance, Thriller'], ['Biography, Drama, Romance'], ['Biography, Drama']]",3
Keep the Faith,"[['Drama, Family'], ['Action, Drama, Thriller'], ['Action, Comedy'], ['Action, Drama, Thriller']]",3
Sympathy for the Devil,"[['Action, Crime, Thriller'], ['Crime'], ['War'], ['Action, Crime, Thriller'], ['Action, Crime, Thriller']]",3
The Accompanist,"[['Drama, Music, Romance'], ['Drama, Fantasy, Music'], ['Drama, Fantasy, Music'], ['Drama, Fantasy'], ['Drama, Music, Romance']]",3
Kamikaze,"[['Crime, Sci-Fi, Thriller'], ['Crime, Sci-Fi, Thriller'], ['Action, Comedy, Drama'], ['Action, Thriller'], ['Crime, Sci-Fi, Thriller'], ['Action, Thriller']]",3
Synapse,"[['Drama, Mystery, Sci-Fi'], ['Drama, Sci-Fi, Thriller'], ['Sci-Fi, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Sci-Fi, Thriller'], ['Drama, Sci-Fi, Thriller'], ['Sci-Fi, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Sci-Fi, Thriller']]",3
Land of the Free,"[['Adventure, Drama, War'], ['Adventure, Drama, War'], ['Action, Thriller'], ['Action, Thriller'], ['Action, Thriller'], ['Action, Thriller'], ['Thriller']]",3
Jwala,"[['Action, Crime'], ['Action, Drama'], ['Action, Crime'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller']]",3
Jwalamukhi,"[['Action, Romance, Drama'], ['Action, Romance, Drama'], ['Action, Drama'], ['Action, Romance, Drama'], ['Action']]",3
Jwar Bhata,"[['Drama, Romance'], ['Action, Drama, Romance'], ['Drama, Family'], ['Action, Drama, Romance']]",3
Landslide,"[['Crime'], ['Drama, Thriller'], ['Drama, Thriller'], ['Thriller']]",3
The Amulet,"[['Action, Crime, Drama'], ['Action, Crime, Mystery'], ['Action, Crime, Mystery'], ['Fantasy'], ['Action, Crime, Drama'], ['Action, Crime, Mystery']]",3
The American Way,"[['Crime, Drama, Thriller'], ['Crime, War'], ['Comedy, Sci-Fi'], ['Crime, War'], ['Crime, Drama, Thriller']]",3
The American Dream,"[['Drama, Romance'], ['Drama, War'], ['Drama, Thriller']]",3
The Ambush,"[['Drama, Romance, War'], ['Action, Drama, War'], ['Drama, Romance, War'], ['Action, Drama, War'], ['Thriller']]",3
Landfall,"[['Adventure, Drama, Romance'], ['Adventure, Drama, Romance'], ['Drama, War'], ['Thriller'], ['Thriller']]",3
The Ambassador,"[['Sci-Fi'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller'], ['Action, Drama, Thriller'], ['Thriller']]",3
Kabaddi,"[['Comedy, Drama, Romance'], ['Action, Mystery, Romance'], ['Action, Mystery, Romance'], ['Action, Mystery, Romance'], ['Thriller'], ['Action, Mystery, Romance']]",3
Lagan,"[['Drama, Romance'], ['Romance'], ['Action, Drama']]",3
Lamento,"[['Drama, Romance'], ['Drama, Family'], ['Drama, Thriller']]",3
Lalach,"[['Action, Crime'], ['Action, Crime'], ['Action'], ['Thriller']]",3
The Affair,"[['Drama, Romance'], ['Drama, Romance'], ['Drama, Mystery, Romance'], ['Comedy, Drama, Romance'], ['Drama, Romance'], ['Drama, Mystery, Romance']]",3
The Advocate,"[['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Crime, Drama, Mystery'], ['Crime, Mystery, Thriller'], ['Crime, Mystery, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",3
The Adventures of Pinocchio,"[['Adventure, Drama, Family'], ['Animation, Family'], ['Animation, Family'], ['Animation, Fantasy'], ['Adventure, Drama, Family'], ['Adventure, Drama, Family'], ['Animation, Fantasy']]",3
Lakshmi,"[['Fantasy'], ['Action, Drama'], ['Action']]",3
The Adventurers,"[['Action, Adventure, Crime'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Adventure, Crime'], ['Action, Adventure, Drama'], ['Action, Adventure, Crime'], ['Action, Drama'], ['Action, Adventure, Drama']]",3
The Adventurer,"[['Adventure, Drama, History'], ['Action, Adventure, Romance'], ['Adventure, Drama, History'], ['Action, Adventure, Romance'], ['Adventure, Drama, History'], ['Biography, Drama, War'], ['Action, Adventure, Romance'], ['Biography, Drama, War']]",3
Kalki,"[['Action, Comedy, Crime'], ['Drama, Romance'], ['Action, Comedy, Crime'], ['Action, Thriller'], ['Action, Thriller'], ['Action, Comedy, Crime'], ['Action, Thriller'], ['Action, Thriller']]",3
Laila,"[['Crime, Thriller'], ['Musical, Romance'], ['Drama, Romance'], ['Drama, Romance'], ['Crime, Thriller']]",3
Keepsake,"[['Horror'], ['Drama, Romance'], ['Thriller']]",3
Kept,"[['Horror'], ['Horror, Thriller'], ['Drama, Thriller'], ['Horror, Thriller']]",3
It Happened One Night,"[['Drama, History, Thriller'], ['Comedy, Romance'], ['Action, Romance'], ['Drama, History, Thriller'], ['Action, Romance'], ['Drama, History, Thriller']]",3
Takkar,"[['Action, Crime, Drama'], ['Action, Romance'], ['Action, Crime, Drama'], ['Action, Drama, Romance'], ['Action, Romance'], ['Action, Crime, Drama'], ['Action, Drama, Romance'], ['Action, Crime, Drama']]",3
Kronos,"[['Action, Drama, Horror'], ['Action, Drama, Horror'], ['Action, Drama, Horror'], ['Fantasy, Thriller'], ['Action, Drama, Horror'], ['Fantasy, Thriller'], ['Thriller']]",3
Tartarus,"[['Horror'], ['Adventure, Drama, Horror'], ['Adventure, Drama, Horror'], ['Sci-Fi'], ['Adventure, Drama, Horror'], ['Sci-Fi']]",3
King Lear,"[['Drama, History'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Comedy, Drama, Sci-Fi'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama']]",3
Taras Bulba,"[['Adventure, Drama, History'], ['Action, Drama, History'], ['Adventure, Drama, History'], ['Adventure, Drama, History'], ['Adventure'], ['Adventure, Drama, History'], ['Action, Drama, History'], ['Action, Drama, History']]",3
King of the Jungle,"[['Crime, Drama, Thriller'], ['Action, Adventure'], ['Action, Adventure'], ['Crime, Drama, Thriller'], ['Biography, Comedy, Drama']]",3
Take Me Home,"[['Drama, Horror, Mystery'], ['Comedy, Romance'], ['Comedy, Drama, Romance'], ['Drama, Horror, Mystery'], ['Drama, Horror, Mystery']]",3
Kranti,"[['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Action, Drama'], ['Action, Adventure, Drama'], ['Action, Drama'], ['Action']]",3
Take Two,"[['Crime, Drama, Romance'], ['Action, Crime'], ['Crime, Drama, Romance'], ['Family'], ['Action, Crime'], ['Crime, Drama, Romance']]",3
Kings,"[['Crime, Drama, Romance'], ['Comedy, Drama, Horror'], ['Crime, Drama, Romance'], ['Action, Drama, Thriller'], ['Crime, Drama, Romance'], ['Action, Drama, Thriller']]",3
Tank,"[['War'], ['Action, Comedy, Drama'], ['Thriller']]",3
Kismat,"[['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Musical, Family, Drama'], ['Action, Adventure, Crime'], ['Action, Drama'], ['Musical, Family, Drama'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime']]",3
Kindred,"[['Drama, Horror, Mystery'], ['Drama, Horror, Mystery'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Drama, Horror, Mystery'], ['Thriller'], ['Thriller'], ['Thriller']]",3
Tangled,"[['Animation, Adventure, Comedy'], ['Comedy, Romance'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Drama, Thriller']]",3
Talash,"[['Action, Adventure, Comedy'], ['Romance, Thriller'], ['Action, Comedy, Drama'], ['Action, Adventure, Comedy'], ['Action, Comedy, Drama'], ['Action, Adventure, Comedy'], ['Action, Comedy, Drama'], ['Action, Adventure, Comedy'], ['Romance, Thriller']]",3
Kiss Kiss Bang Bang,"[['Comedy, Crime, Mystery'], ['Crime, Romance, Thriller'], ['Crime, Romance, Thriller'], ['Comedy, Crime, Mystery'], ['Comedy, Crime, Mystery'], ['Comedy, Thriller'], ['Crime, Romance, Thriller']]",3
Tangerine,"[['Comedy, Crime, Drama'], ['Family'], ['Thriller']]",3
Kiss Me Again,"[['Romance, Drama'], ['Drama, Romance'], ['Musical, Romance']]",3
Kohinoor,"[['Action, Adventure, Comedy'], ['Action, Romance, Thriller'], ['Action, Adventure, Comedy'], ['Action, Adventure, Comedy'], ['Action, Romance, Thriller'], ['Comedy, Thriller'], ['Action, Romance, Thriller']]",3
Knucklehead,"[['Comedy, Drama, Family'], ['Comedy, Sport'], ['Drama, Sci-Fi']]",3
Talion,"[['Crime, Thriller'], ['Crime, Drama, Fantasy'], ['Crime, Drama, Fantasy'], ['Crime, Drama, Fantasy'], ['Crime, Drama, Fantasy'], ['Action'], ['Crime, Thriller']]",3
Talk to Me,"[['Horror, Thriller'], ['Biography, Drama, History'], ['Comedy, Romance'], ['Biography, Drama, History'], ['Horror, Thriller'], ['Biography, Drama, History']]",3
Knock,"[['Horror, Romance'], ['Horror'], ['Horror, Romance'], ['Thriller']]",3
Kinetic,"[['Sport'], ['Sci-Fi'], ['Action, Thriller'], ['Action, Thriller']]",3
Take,"[['Crime, Drama, Thriller'], ['Crime'], ['Action, Drama'], ['Crime, Drama, Thriller']]",3
Terminal Island,"[['Mystery'], ['Action, Drama, Thriller'], ['Action, Thriller'], ['Action, Drama, Thriller'], ['Action, Thriller']]",3
Kid,"[['Crime'], ['Drama, Romance'], ['Action, Thriller'], ['Action, Thriller']]",3
La Sombra,"[['Crime'], ['Adventure, Drama, Horror'], ['Adventure, Drama, Horror'], ['Adventure, Drama, Horror'], ['Action'], ['Adventure, Drama, Horror']]",3
Key Witness,"[['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Action'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery']]",3
La Llorona,"[['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Drama, Fantasy, Horror'], ['Horror'], ['Drama, Fantasy, Horror'], ['Drama, Fantasy, Horror'], ['Crime, Drama, Horror'], ['Crime, Drama, Horror'], ['Drama, Fantasy, Horror']]",3
Tenement,"[['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Horror'], ['Horror, Thriller'], ['Action, Crime, Horror'], ['Action, Crime, Horror'], ['Horror, Thriller']]",3
Khatarnak,"[['Comedy, Mystery, Thriller'], ['Action, Comedy'], ['Action, Drama'], ['Comedy, Mystery, Thriller']]",3
Khazana,"[['Action, Crime, Drama'], ['Drama, Horror, Thriller'], ['Action, Adventure'], ['Action, Crime, Drama'], ['Action, Adventure'], ['Action, Crime, Drama'], ['Drama, Horror, Thriller']]",3
Khel,"[['Action, Crime, Drama'], ['Comedy, Drama, Romance'], ['Adventure'], ['Action, Crime, Drama'], ['Action, Crime, Drama']]",3
Khel Khel Mein,"[['Drama, History, War'], ['Comedy, Mystery, Romance'], ['Comedy, Mystery, Romance'], ['Sport'], ['Drama, History, War'], ['Comedy, Mystery, Romance']]",3
La Bohème,"[['Music, Romance'], ['Drama, Romance'], ['Drama, Musical, Romance'], ['Drama, Musical, Romance']]",3
Kick In,"[['Action, Crime, Drama'], ['Drama, Crime'], ['Crime, Drama'], ['Action, Crime, Drama'], ['Action, Crime, Drama']]",3
Tabloid,"[['Comedy, Horror'], ['Comedy, Drama, Thriller'], ['Drama, Thriller']]",3
Tayna,"[['Adventure, Family'], ['Mystery'], ['Adventure, Family'], ['Adventure']]",3
Taboo,"[['Drama, Horror, Mystery'], ['Drama, History, Thriller'], ['Drama, Romance'], ['Drama, Horror, Mystery'], ['Drama, History, Thriller'], ['Drama, Horror, Mystery']]",3
Telescope,"[['Mystery'], ['Adventure'], ['Fantasy']]",3
Telephone,"[['Drama, Romance'], ['Mystery, Thriller'], ['Comedy, Mystery, Thriller'], ['Mystery, Thriller'], ['Comedy, Mystery, Thriller']]",3
Tadap,"[['Action, Drama, Romance'], ['Romance'], ['Action, Drama, Romance'], ['Action'], ['Action, Drama, Romance']]",3
Tees Maar Khan,"[['Comedy, Crime'], ['Action, Drama, Romance'], ['Action, Drama, Romance'], ['Action']]",3
Kilimanjaro,"[['Drama, Romance'], ['Adventure'], ['Action, Thriller'], ['Action, Thriller']]",3
Tag,"[['Action, Drama, Fantasy'], ['Animation'], ['Action, Drama, Fantasy'], ['Action, Drama, Fantasy'], ['Action, Drama, Fantasy'], ['Action, Comedy'], ['Action, Drama, Fantasy'], ['Action, Comedy'], ['Action, Drama, Fantasy']]",3
Kill Switch,"[['Action, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller'], ['Action'], ['Action, Sci-Fi, Thriller'], ['Thriller']]",3
Kill Zone,"[['Action, Crime, Thriller'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, War'], ['Action, Crime, Thriller'], ['Action, War'], ['Action, Adventure, Crime'], ['Action, Crime, Thriller']]",3
Teacher's Pet,"[['Comedy, Romance'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Thriller'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Thriller']]",3
Just for You,"[['Horror'], ['Comedy, Drama, Musical'], ['Sci-Fi, Thriller'], ['Sci-Fi, Thriller']]",3
The Anomaly,"[['Horror, Thriller'], ['Action, Mystery, Sci-Fi'], ['Action, Mystery, Sci-Fi'], ['Action, Mystery, Sci-Fi'], ['Action, Mystery, Sci-Fi'], ['Horror, Thriller'], ['Thriller']]",3
Just My Luck,"[['Comedy, Crime'], ['Comedy, Fantasy, Romance'], ['Comedy, Fantasy, Romance'], ['Action, Comedy']]",3
Leap Year,"[['Horror'], ['Comedy, Romance'], ['Drama, Romance']]",3
Legendary,"[['Drama, Sport'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action'], ['Action, Adventure, Sci-Fi']]",3
The Big Picture,"[['Comedy, Drama, Romance'], ['Drama, Thriller'], ['Biography, Drama']]",3
The Big One,"[['Drama, Sci-Fi'], ['Fantasy'], ['Comedy, Drama, Thriller']]",3
The Big Fix,"[['Crime, Drama, Film-Noir'], ['Crime, Drama, Film-Noir'], ['Comedy, Mystery, Thriller'], ['Comedy, Mystery, Thriller'], ['Drama, Thriller']]",3
James,"[['Action, Romance'], ['Action, Comedy, Drama'], ['Action, Romance'], ['Action']]",3
Jana,"[['Romance'], ['Action, Drama'], ['Thriller']]",3
Supergirl,"[['Action, Adventure, Fantasy'], ['Action, Adventure, Family'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Family'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Family'], ['Action, Adventure, Fantasy'], ['Action, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Family'], ['Action, Fantasy']]",3
Leave,"[['Horror, Thriller'], ['Horror, Thriller'], ['Drama, Thriller'], ['Thriller']]",3
Jane,"[['Sci-Fi'], ['Thriller'], ['Thriller'], ['Biography']]",3
Superior,"[['Adventure, Drama, Sport'], ['Adventure, Drama, Sport'], ['Action, Sci-Fi'], ['Action, Sci-Fi'], ['Drama, Thriller']]",3
Janosik,"[['Biography, Drama, History'], ['Animation, History'], ['Adventure, Romance'], ['Animation, History'], ['Adventure, Romance'], ['Biography, Drama, History']]",3
The Big Shot,"[['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller'], ['Comedy, Crime, Romance'], ['Crime, Drama, Film-Noir'], ['Comedy, Crime, Romance'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller'], ['Action, Crime, Thriller']]",3
The Big Bang,"[['Animation, Adventure, Comedy'], ['Action, Mystery, Thriller'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Animation, Adventure, Comedy'], ['Action, Mystery, Thriller'], ['Action, Comedy'], ['Action, Mystery, Thriller']]",3
Jasmin,"[['Drama, Romance'], ['Musical, Romance'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller']]",3
Jasmine,"[['Action, Crime, Drama'], ['Animation'], ['Action, Crime, Drama'], ['Thriller']]",3
Jeans,"[['Comedy, Drama, Romance'], ['Comedy, Romance'], ['Biography']]",3
Supermarket,"[['Action, Crime, Drama'], ['Comedy, Crime, Drama'], ['Action, Crime, Drama'], ['Thriller']]",3
Jeet,"[['Action, Romance'], ['Drama, Romance'], ['Romance, Drama, Action'], ['Action, Romance'], ['Romance, Drama, Action']]",3
The Best Man,"[['Comedy, Drama, Romance'], ['Comedy, Adventure'], ['Action, Thriller'], ['Action, Thriller']]",3
Jekyll,"[['Horror, Sci-Fi, Thriller'], ['Horror, Mystery, Thriller'], ['Drama, Horror, Sci-Fi'], ['Horror, Mystery, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Drama, Horror, Sci-Fi'], ['Horror, Sci-Fi, Thriller'], ['Horror, Mystery, Thriller']]",3
Jennifer,"[['Horror'], ['Romance'], ['Mystery']]",3
Le parfum de la dame en noir,"[['Comedy, Crime'], ['Crime, Drama'], ['Crime']]",3
Legends,"[['Drama, Fantasy, Mystery'], ['Adventure, Family, Fantasy'], ['Drama, Fantasy, Mystery'], ['Adventure, Family, Fantasy'], ['Drama, Fantasy, Mystery'], ['Adventure, Family, Fantasy'], ['Action'], ['Adventure, Family, Fantasy']]",3
Super Hero,"[['Action, Adventure, Thriller'], ['Action, Drama'], ['Action, Adventure, Thriller'], ['Action, Comedy'], ['Action, Adventure, Thriller']]",3
Swallow,"[['Romance'], ['Adventure'], ['Drama, Thriller']]",3
The Black Pearl,"[['Mystery'], ['Adventure, Drama'], ['Action, Thriller'], ['Action, Thriller']]",3
It Happened in Paris,"[['Drama, Crime'], ['Drama, History'], ['Comedy, Romance']]",3
Summoned,"[['Horror'], ['Adventure, Fantasy'], ['Adventure, Fantasy'], ['Thriller']]",3
The Black Wolf,"[['Action, Adventure, Drama'], ['Adventure'], ['Action, Adventure, Drama'], ['Action, Thriller'], ['Action, Thriller']]",3
It Takes Two,"[['Comedy, Family, Romance'], ['Comedy, Romance'], ['Comedy, Family, Romance'], ['Action']]",3
The Black Widow,"[['Action, Adventure, Crime'], ['Crime, Drama'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Action, Adventure, Crime'], ['Biography, Drama']]",3
It's a Great Life,"[['Comedy, Musical, Romance'], ['Adventure, Drama, Romance'], ['Comedy, Family'], ['Adventure, Drama, Romance']]",3
Ithaca,"[['Romance'], ['Fantasy'], ['Drama, War']]",3
Itihaas,"[['Action, Crime, Drama'], ['Action, Drama, Romance'], ['Action, Drama, Family'], ['Action, Drama, Romance'], ['Action, Crime, Drama'], ['Action, Drama, Family'], ['Action, Drama, Romance'], ['Action, Drama, Family']]",3
The Black Sheep,"[['Horror'], ['Romance'], ['Thriller']]",3
Ivan,"[['Horror'], ['War'], ['Action']]",3
Izzat,"[['Action, Crime, Thriller'], ['Drama, Romance'], ['Action, Crime, Thriller'], ['Action, Drama'], ['Action, Crime, Thriller']]",3
Legs,"[['Comedy, Crime'], ['Action, Adventure, Comedy'], ['Action, Adventure, Comedy'], ['Drama, Fantasy, Music'], ['Action, Adventure, Comedy']]",3
The Black Hole,"[['Action, Sci-Fi'], ['Sci-Fi, Thriller'], ['Sci-Fi'], ['Action, Sci-Fi'], ['Sci-Fi, Thriller']]",3
Sunny Side Up,"[['Comedy, Romance'], ['Comedy, Drama, Romance'], ['Comedy, Drama, Thriller']]",3
The Black Book,"[['Horror'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Thriller']]",3
Lenore,"[['History'], ['Romance'], ['Mystery']]",3
Jack of Hearts,"[['Crime, Thriller'], ['Horror'], ['Action, Western'], ['Crime, Thriller']]",3
