movie_name,genre,number_different_values
Stranded,"[['Crime, Thriller'], ['Horror, Sci-Fi'], ['Horror, Mystery'], ['Horror'], ['Drama, Romance'], ['Drama, Romance'], ['Drama, Romance'], ['Adventure, Family'], ['Horror, Mystery'], ['Adventure, Comedy'], ['Adventure, Family'], ['Adventure'], ['Adventure'], ['Horror, Sci-Fi'], ['Drama, Sci-Fi'], ['Sci-Fi'], ['Action, Drama'], ['Drama, Thriller'], ['Thriller'], ['Crime, Thriller']]",13
The Guardian,"[['Crime, Drama, Horror'], ['Crime, Drama'], ['Drama, Fantasy, Horror'], ['Crime, Drama, Horror'], ['Horror'], ['Romance'], ['Animation, Action, Fantasy'], ['Drama, Fantasy, Horror'], ['Action, Mystery, Sci-Fi'], ['Action, Adventure, Drama'], ['Adventure, Fantasy'], ['Action, Mystery, Sci-Fi'], ['Drama, Fantasy, Horror'], ['Animation, Action, Fantasy'], ['Fantasy'], ['Adventure, Fantasy'], ['Action, Adventure, Drama'], ['Animation, Action, Fantasy'], ['Action, Mystery, Sci-Fi'], ['Action, Thriller'], ['Action'], ['Drama, Fantasy, Horror'], ['Crime, Drama, Horror'], ['Thriller'], ['Action, Mystery, Sci-Fi'], ['Action, Thriller']]",13
Midnight,"[['Crime, Thriller'], ['Crime, Drama, Film-Noir'], ['Crime, Drama'], ['Crime, Horror, Mystery'], ['Horror, Thriller'], ['Comedy, Horror, Thriller'], ['Horror'], ['Crime, Horror, Mystery'], ['Comedy, Romance'], ['Crime, Drama, Film-Noir'], ['Romance'], ['Drama, Romance'], ['Crime, Drama, Film-Noir'], ['Drama, Mystery'], ['Crime, Horror, Mystery'], ['Adventure'], ['Adventure'], ['Action'], ['Crime, Thriller'], ['Horror, Thriller'], ['Comedy, Horror, Thriller']]",13
Run,"[['Crime, Thriller'], ['Crime'], ['Horror'], ['Horror'], ['Action, Horror'], ['Horror'], ['Action, Romance, Thriller'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Action, Drama, Romance'], ['Action, Romance, Thriller'], ['Mystery, Thriller'], ['Mystery, Thriller'], ['Sci-Fi'], ['Action, Drama, Thriller'], ['Action, Drama'], ['Action, Romance, Thriller'], ['Action, Comedy, Drama'], ['Action, Comedy, Drama'], ['Action, Drama, Romance'], ['Action, Romance, Thriller'], ['Action, Horror'], ['Action'], ['Action'], ['Mystery, Thriller'], ['Action, Drama, Thriller'], ['Thriller'], ['Action, Romance, Thriller'], ['Thriller'], ['Crime, Thriller'], ['Mystery, Thriller'], ['Action, Romance, Thriller'], ['Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",13
Angel,"[['Action, Crime, Thriller'], ['Horror, Thriller'], ['Horror'], ['Drama, Romance'], ['Comedy, Drama, Romance'], ['Drama, Fantasy, Romance'], ['Drama, Romance'], ['Drama, Fantasy, Romance'], ['Drama, Family, Romance'], ['Family'], ['Drama, Family, Romance'], ['Sci-Fi, Thriller'], ['Sci-Fi'], ['Drama, Fantasy, Romance'], ['Fantasy'], ['Drama, Fantasy, Romance'], ['Action, Crime, Thriller'], ['Action, Drama'], ['Action, Crime, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Sci-Fi, Thriller']]",13
No Way Out,"[['Action, Crime, Drama'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller'], ['Action, Crime, Drama'], ['Crime, Drama, Mystery'], ['Horror, Thriller'], ['Horror'], ['Horror'], ['Horror'], ['Horror'], ['Action, Crime, Drama'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Drama'], ['Crime, Drama, Mystery'], ['Adventure'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Action, War'], ['Action, Crime, Drama'], ['Action, Crime, Thriller'], ['Action, Crime, Drama'], ['Action'], ['Action, Drama'], ['Action, Adventure, Sci-Fi'], ['Action, War'], ['Action, Crime, Drama'], ['Crime, Drama, Film-Noir'], ['Action, Crime, Thriller'], ['Action, Crime, Drama'], ['Thriller'], ['Horror, Thriller'], ['Action, Adventure, Sci-Fi'], ['Crime, Drama, Mystery'], ['Drama, Thriller'], ['Thriller']]",13
Control,"[['Comedy, Crime, Drama'], ['Action, Crime, Thriller'], ['Crime, Mystery, Sci-Fi'], ['Crime'], ['Crime, Drama, Thriller'], ['Horror'], ['Comedy, Crime, Drama'], ['Mystery, Sci-Fi, Thriller'], ['Crime, Mystery, Sci-Fi'], ['Mystery'], ['Mystery'], ['Mystery, Sci-Fi, Thriller'], ['Crime, Mystery, Sci-Fi'], ['Sci-Fi'], ['Sci-Fi'], ['Sci-Fi'], ['Sci-Fi'], ['Action, Thriller'], ['Action, Crime, Thriller'], ['Comedy, Crime, Drama'], ['Action, Thriller'], ['Mystery, Sci-Fi, Thriller'], ['Action, Crime, Thriller'], ['Drama, Thriller'], ['Crime, Mystery, Sci-Fi'], ['Thriller'], ['Crime, Drama, Thriller'], ['Thriller'], ['Biography, Drama, Music']]",13
Deception,"[['Crime, Drama, Mystery'], ['Crime, Drama, Film-Noir'], ['Crime'], ['Comedy, Crime, Mystery'], ['Crime, Drama'], ['Action, Crime, Drama'], ['Horror'], ['Crime, Drama, Film-Noir'], ['Biography, Drama, Romance'], ['Crime, Drama, Film-Noir'], ['Crime, Drama, Mystery'], ['Mystery, Thriller'], ['Comedy, Crime, Mystery'], ['Action, Crime, Drama'], ['Action, Drama'], ['Crime, Drama, Mystery'], ['Crime, Drama, Film-Noir'], ['Mystery, Thriller'], ['Drama, Thriller'], ['Thriller'], ['Thriller'], ['Biography, Drama, Romance']]",12
Rage,"[['Action, Crime, Thriller'], ['Crime, Drama, Thriller'], ['Action, Horror'], ['Action, Drama, Horror'], ['Horror'], ['Romance, Thriller'], ['Drama, Mystery, Thriller'], ['Drama, Mystery, Thriller'], ['Sport'], ['Action, Thriller'], ['Action'], ['Action, Crime, Thriller'], ['Action'], ['Action, Horror'], ['Action, Drama, Horror'], ['Action'], ['Drama, Mystery, Thriller'], ['Action, Thriller'], ['Drama, Thriller'], ['Thriller'], ['Drama, Mystery, Thriller'], ['Action, Crime, Thriller'], ['Romance, Thriller'], ['Crime, Drama, Thriller'], ['Action, Drama, Horror'], ['Drama, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",12
Freedom,"[['Action, Adventure, Crime'], ['Crime, Drama, Thriller'], ['Horror'], ['History'], ['Drama, History, War'], ['Drama, Family'], ['Action, Adventure, Crime'], ['Adventure, Drama, Western'], ['Action, Adventure, Crime'], ['Drama, War'], ['Drama, History, War'], ['Action, Drama, Thriller'], ['Action, Adventure, Crime'], ['Action, Drama'], ['Action, Drama, Thriller'], ['Action, Comedy'], ['Action, Adventure, Crime'], ['Thriller'], ['Crime, Drama, Thriller'], ['Action, Drama, Thriller']]",12
Untitled Project,"[['Action, Horror, Sci-Fi'], ['Horror'], ['Horror'], ['Horror'], ['Horror'], ['Drama, Horror'], ['Comedy, Drama, Romance'], ['Animation, Action, Adventure'], ['Animation'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Adventure, Sci-Fi'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Action, Horror, Sci-Fi'], ['Adventure, Sci-Fi'], ['Sci-Fi, Thriller'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Action, Horror, Sci-Fi'], ['Action'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Comedy, Drama, Romance'], ['Action, Horror, Sci-Fi'], ['Sci-Fi, Thriller'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Action, Adventure, Fantasy'], ['Animation, Action, Adventure'], ['Biography']]",12
Homecoming,"[['Horror, Mystery, Thriller'], ['Horror'], ['Drama, Music, Mystery'], ['Comedy, Drama, Romance'], ['Drama, Romance, War'], ['Drama, Family'], ['Comedy, Drama, Family'], ['Drama, Music, Mystery'], ['Horror, Mystery, Thriller'], ['Comedy, Drama, Mystery'], ['Comedy, Mystery'], ['Adventure'], ['Drama, Music, Mystery'], ['Drama, Romance, War'], ['Drama, Thriller'], ['Horror, Mystery, Thriller'], ['Comedy, Drama, Mystery'], ['Thriller']]",12
Lost,"[['Crime, Drama, Thriller'], ['Crime, Drama, War'], ['Horror'], ['Drama, Romance'], ['Adventure, Drama, Family'], ['Adventure, Family'], ['Mystery'], ['Mystery, Thriller'], ['Mystery, Thriller'], ['Action, Adventure, Thriller'], ['Adventure, Drama, Family'], ['Adventure, Family'], ['Adventure, Drama, Thriller'], ['Adventure, Biography'], ['Crime, Drama, War'], ['Action, Adventure, Thriller'], ['Thriller'], ['Action, Adventure, Thriller'], ['Crime, Drama, Thriller'], ['Mystery, Thriller'], ['Mystery, Thriller'], ['Thriller'], ['Adventure, Drama, Thriller'], ['Adventure, Biography']]",12
Paradise,"[['Crime, Drama'], ['Crime, Drama'], ['History, Horror, Thriller'], ['History, Horror, Thriller'], ['Adventure, Romance'], ['Comedy, Drama, Romance'], ['Comedy, Drama, Romance'], ['Romance'], ['Romance'], ['Drama, Romance, Thriller'], ['Drama, Romance'], ['Drama, Romance'], ['Adventure, Romance'], ['Sci-Fi'], ['Drama, War'], ['History, Horror, Thriller'], ['Action'], ['Thriller'], ['Drama, Thriller'], ['Drama, Romance, Thriller'], ['History, Horror, Thriller']]",12
The Hunted,"[['Action, Crime, Drama'], ['Crime, Drama, Film-Noir'], ['Action, Crime'], ['Horror, Mystery, Thriller'], ['Action, Comedy, Horror'], ['Horror'], ['Crime, Drama, Film-Noir'], ['Horror, Mystery, Thriller'], ['Adventure, Comedy, Drama'], ['Action, Thriller, War'], ['Action, Crime, Drama'], ['Action, Drama, Thriller'], ['Action, Thriller, War'], ['Action, Comedy, Horror'], ['Action, Crime'], ['Action'], ['Action, Thriller'], ['Action'], ['Action'], ['Action, Crime, Drama'], ['Action, Drama, Thriller'], ['Action, Thriller, War'], ['Horror, Mystery, Thriller'], ['Crime, Drama, Film-Noir'], ['Action, Comedy, Horror'], ['Action, Thriller'], ['Thriller'], ['Adventure, Comedy, Drama'], ['Thriller'], ['Thriller']]",12
Exit,"[['Crime, Horror, Thriller'], ['Sci-Fi, Crime, Thriller'], ['Action, Crime, Drama'], ['Crime, Drama, Romance'], ['Crime, Horror, Thriller'], ['Horror, Mystery, Thriller'], ['Horror'], ['Horror'], ['Crime, Drama, Romance'], ['Comedy, Drama, Romance'], ['Drama, Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Sci-Fi, Crime, Thriller'], ['Fantasy'], ['Action, Comedy'], ['Action, Crime, Drama'], ['Action, Comedy, Drama'], ['Drama, Mystery, Thriller'], ['Crime, Horror, Thriller'], ['Sci-Fi, Crime, Thriller'], ['Thriller'], ['Horror, Mystery, Thriller'], ['Thriller'], ['Thriller'], ['Thriller']]",12
On the Run,"[['Action, Crime, Thriller'], ['Comedy, Crime'], ['Crime'], ['Crime, Drama'], ['Drama, Romance'], ['Adventure, Family'], ['Drama, Mystery'], ['Adventure, Family'], ['Action, Crime, Thriller'], ['Action, Comedy'], ['Action, Thriller'], ['Action'], ['Action, Drama, Thriller'], ['Action, Crime, Thriller'], ['Drama, Thriller'], ['Action, Thriller'], ['Action, Drama, Thriller']]",12
Blackmail,"[['Crime, Thriller'], ['Crime, Drama, Thriller'], ['Action, Crime, Film-Noir'], ['Crime'], ['Drama, Horror, Mystery'], ['Drama, Musical, Romance'], ['Action, Crime, Film-Noir'], ['Action, Crime, Film-Noir'], ['Drama, Horror, Mystery'], ['Action, Comedy'], ['Action, Drama, Thriller'], ['Action, Crime, Film-Noir'], ['Action, Drama'], ['Action'], ['Crime, Thriller'], ['Comedy, Thriller'], ['Drama, Musical, Romance'], ['Action, Drama, Thriller'], ['Crime, Drama, Thriller'], ['Thriller']]",12
Aftermath,"[['Crime, Thriller'], ['Action, Crime, Drama'], ['Drama, Horror, Mystery'], ['Horror, Sci-Fi, Thriller'], ['Action, Horror'], ['Animation, Adventure, Drama'], ['Drama, Horror, Mystery'], ['Drama, Mystery, Sci-Fi'], ['Animation, Adventure, Drama'], ['Horror, Sci-Fi, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Sci-Fi'], ['Drama, Fantasy, Thriller'], ['Animation, Adventure, Drama'], ['Action, Thriller'], ['Action, Horror'], ['Action, Crime, Drama'], ['Action, Drama'], ['Drama, Horror, Mystery'], ['Drama, Thriller'], ['Action, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Drama, Fantasy, Thriller'], ['Crime, Thriller'], ['Action, Crime, Drama']]",12
Animal,"[['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Crime, Thriller'], ['Crime'], ['Action, Adventure, Drama'], ['Horror'], ['Drama, Horror'], ['Drama, Horror, Sport'], ['Action, Comedy, Romance'], ['Comedy, Drama, Family'], ['Action, Adventure, Drama'], ['Drama, Horror, Sport'], ['Action, Adventure, Drama'], ['Action, Adventure, Drama'], ['Sci-Fi, Thriller'], ['Action, Crime, Drama'], ['Action, Adventure, Drama'], ['Action, Comedy, Romance'], ['Action, Crime, Drama'], ['Action, Adventure, Drama'], ['Drama, Thriller'], ['Sci-Fi, Thriller'], ['Crime, Thriller'], ['Thriller']]",12
Anna,"[['Crime, Drama, Thriller'], ['Crime, Drama'], ['Horror'], ['History'], ['Drama, Romance'], ['Drama, Family, Music'], ['Drama, Romance'], ['Drama, Family, Music'], ['Drama, Mystery, Sci-Fi'], ['Drama, Family, Music'], ['Drama, Mystery, Sci-Fi'], ['Sci-Fi'], ['Action, Thriller'], ['Action'], ['Action, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Drama, Thriller'], ['Crime, Drama, Thriller'], ['Biography']]",12
Maya,"[['Horror, Thriller'], ['Horror'], ['Horror'], ['Horror'], ['Drama, Horror, Thriller'], ['Adventure, Family, Fantasy'], ['Horror'], ['Drama, Romance'], ['Drama, Mystery, Romance'], ['Drama, Romance'], ['Drama, Mystery, Romance'], ['Romance'], ['Drama, Romance'], ['Drama, Romance'], ['Adventure, Family'], ['Adventure, Family, Fantasy'], ['Drama, Mystery, Romance'], ['Fantasy, Mystery, Sci-Fi'], ['Drama, Mystery, Romance'], ['Adventure, Family'], ['Adventure, Family, Fantasy'], ['Fantasy, Mystery, Sci-Fi'], ['Adventure, Family, Fantasy'], ['Fantasy, Mystery, Sci-Fi'], ['Fantasy'], ['Horror, Thriller'], ['Thriller'], ['Drama, Horror, Thriller'], ['Adventure, Family, Fantasy'], ['Drama, Thriller']]",12
Thirst,"[['Adventure, Crime, Drama'], ['Crime, Drama, Mystery'], ['Drama, Fantasy, Horror'], ['Action, Adventure, Horror'], ['Drama, Horror, Mystery'], ['Comedy, Horror'], ['Drama, Fantasy, Horror'], ['Drama, Musical, Romance'], ['Drama, Horror, Mystery'], ['Action, Adventure, Horror'], ['Drama, Horror, Mystery'], ['Crime, Drama, Mystery'], ['Action, Adventure, Horror'], ['Adventure, Crime, Drama'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Horror'], ['Drama, Horror, Mystery'], ['Action, Sci-Fi, Thriller'], ['Sci-Fi'], ['Action, Adventure, Sci-Fi'], ['Drama, Fantasy, Horror'], ['War'], ['Action, Adventure, Horror'], ['Action, Sci-Fi, Thriller'], ['Action, Adventure, Sci-Fi'], ['Action, Adventure, Horror'], ['Drama, Horror, Mystery'], ['Thriller'], ['Action, Sci-Fi, Thriller'], ['Thriller'], ['Crime, Drama, Mystery']]",12
The Chase,"[['Crime, Drama, Thriller'], ['Action, Adventure, Comedy'], ['Crime, Drama, Mystery'], ['Crime, Film-Noir, Romance'], ['Action, Crime, Thriller'], ['Horror'], ['Action, Adventure, Comedy'], ['Crime, Film-Noir, Romance'], ['Drama, Romance'], ['Crime, Film-Noir, Romance'], ['Crime, Drama, Mystery'], ['Action, Adventure, Comedy'], ['Action, Adventure, Comedy'], ['Action, Drama, Music'], ['Action, Thriller'], ['Action'], ['Action, Crime, Thriller'], ['Action'], ['Action, Comedy'], ['Crime, Drama, Thriller'], ['Action, Adventure, Comedy'], ['Crime, Drama, Mystery'], ['Crime, Film-Noir, Romance'], ['Thriller'], ['Action, Thriller'], ['Action, Crime, Thriller']]",12
Pinocchio,"[['Adventure, Comedy, Drama'], ['Animation, Adventure, Comedy'], ['Drama, Family, Fantasy'], ['Comedy, Family, Fantasy'], ['Animation, Family, Fantasy'], ['Animation, Adventure, Family'], ['Adventure, Family, Fantasy'], ['Family, Fantasy'], ['Animation, Adventure, Comedy'], ['Animation, Family, Fantasy'], ['Animation, Adventure, Family'], ['Animation'], ['Adventure, Comedy, Drama'], ['Animation, Adventure, Comedy'], ['Adventure, Fantasy'], ['Animation, Adventure, Family'], ['Adventure, Family, Fantasy'], ['Adventure, Comedy, Drama'], ['Animation, Adventure, Comedy'], ['Drama, Family, Fantasy'], ['Comedy, Family, Fantasy'], ['Comedy, Fantasy'], ['Adventure, Fantasy'], ['Animation, Family, Fantasy'], ['Animation, Adventure, Family'], ['Fantasy'], ['Adventure, Family, Fantasy'], ['Family, Fantasy']]",12
Limbo,"[['Crime, Drama, Thriller'], ['Crime, Drama, Mystery'], ['Crime, Drama, Thriller'], ['Comedy, Drama, Horror'], ['Horror'], ['Horror, Thriller'], ['Horror'], ['Horror, Mystery, Thriller'], ['Horror'], ['Horror'], ['Crime, Drama, Mystery'], ['Mystery'], ['Horror, Mystery, Thriller'], ['Adventure, Drama, Thriller'], ['Drama, Fantasy'], ['Fantasy'], ['Action, Thriller'], ['Crime, Drama, Thriller'], ['Crime, Drama, Mystery'], ['Adventure, Drama, Thriller'], ['Crime, Drama, Thriller'], ['Horror, Thriller'], ['Thriller'], ['Horror, Mystery, Thriller'], ['Action, Thriller']]",12
Eden,"[['Crime, Drama, Thriller'], ['Drama, Romance, War'], ['Drama, Romance'], ['Animation, Adventure, Family'], ['Animation'], ['Animation, Adventure, Family'], ['Animation, Comedy'], ['Animation, Adventure, Family'], ['Action, Sci-Fi'], ['Sci-Fi'], ['Drama, Romance, War'], ['Action, Sci-Fi'], ['Action'], ['Action, Comedy, Drama'], ['Action'], ['Action'], ['Crime, Drama, Thriller'], ['Drama, Thriller'], ['Biography, Drama, Music']]",12
Virus,"[['Crime, Drama'], ['Action, Crime, Drama'], ['Action, Horror, Sci-Fi'], ['Horror'], ['Horror'], ['Family'], ['Mystery, Sci-Fi, Thriller'], ['Drama, Mystery, Sci-Fi'], ['Action, Crime, Drama'], ['Action, Horror, Sci-Fi'], ['Mystery, Sci-Fi, Thriller'], ['Sci-Fi'], ['Drama, Mystery, Sci-Fi'], ['Action, Horror, Sci-Fi'], ['Action, Thriller'], ['Action'], ['Action'], ['Action, Crime, Drama'], ['Action, Horror, Sci-Fi'], ['Drama, Thriller'], ['Action, Thriller'], ['Mystery, Sci-Fi, Thriller'], ['Thriller'], ['Action, Crime, Drama']]",12
Vengeance,"[['Action, Crime, Thriller'], ['Crime'], ['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Crime, Drama, Fantasy'], ['Crime, Drama, Thriller'], ['Crime'], ['Horror'], ['Horror'], ['Horror'], ['Action, Adventure, Drama'], ['Crime, Drama, Fantasy'], ['Comedy, Mystery, Thriller'], ['Crime, Drama, Fantasy'], ['Action, Adventure, Drama'], ['Crime, Drama, Fantasy'], ['Fantasy, Thriller'], ['Action, Crime, Thriller'], ['Action, Adventure, Drama'], ['Action, Crime, Drama'], ['Action, Crime, Drama'], ['Action'], ['Comedy, Mystery, Thriller'], ['Action, Crime, Thriller'], ['Drama, Thriller'], ['Action, Crime, Drama'], ['Thriller'], ['Crime, Drama, Thriller'], ['Fantasy, Thriller'], ['Thriller']]",12
Solo,"[['Crime, Drama, Thriller'], ['Crime, Drama'], ['Horror, Mystery, Thriller'], ['Adventure, Biography, Drama'], ['Drama, Romance, Thriller'], ['Drama, Romance'], ['Drama, Family'], ['Horror, Mystery, Thriller'], ['Adventure, Biography, Drama'], ['Adventure, Biography, Drama'], ['Action, Sci-Fi, Thriller'], ['Drama, Sci-Fi, Thriller'], ['Action, Sci-Fi, Thriller'], ['Action, Drama, Thriller'], ['Action'], ['Adventure, Biography, Drama'], ['Action, Sci-Fi, Thriller'], ['Drama, Romance, Thriller'], ['Horror, Mystery, Thriller'], ['Action, Drama, Thriller'], ['Crime, Drama, Thriller'], ['Drama, Sci-Fi, Thriller'], ['Thriller'], ['Thriller'], ['Adventure, Biography, Drama']]",12
Purgatory,"[['Adventure, Crime, Drama'], ['Horror'], ['Horror, Western'], ['Horror, Mystery, Thriller'], ['History'], ['Adventure, Crime, Drama'], ['Mystery, Thriller'], ['Horror, Mystery, Thriller'], ['Adventure, Crime, Drama'], ['Fantasy'], ['Adventure, Crime, Drama'], ['Fantasy'], ['Drama, Fantasy'], ['Action, Drama'], ['Action'], ['Mystery, Thriller'], ['Thriller'], ['Horror, Mystery, Thriller']]",11
Silence,"[['Crime, Drama'], ['Crime, Drama, Romance'], ['Horror, Mystery'], ['Drama, History'], ['Crime, Drama, Romance'], ['Drama, Family'], ['Mystery, Thriller'], ['Horror, Mystery'], ['Fantasy'], ['Drama, War'], ['Action'], ['Drama, Thriller'], ['Mystery, Thriller'], ['Drama, Thriller'], ['Thriller'], ['Thriller']]",11
X,"[['Crime, Drama, Thriller'], ['Adventure, Crime, Thriller'], ['Horror, Mystery, Thriller'], ['Animation, Action, Fantasy'], ['Drama, Horror, Thriller'], ['Horror, Sci-Fi'], ['Horror'], ['Drama, Romance'], ['Animation, Action, Fantasy'], ['Horror, Mystery, Thriller'], ['Adventure, Crime, Thriller'], ['Horror, Sci-Fi'], ['Animation, Action, Fantasy'], ['Animation, Action, Fantasy'], ['Action, Comedy'], ['Action'], ['Horror, Mystery, Thriller'], ['Crime, Drama, Thriller'], ['Comedy, Drama, Thriller'], ['Animation, Action, Fantasy'], ['Adventure, Crime, Thriller'], ['Drama, Horror, Thriller']]",11
Alice,"[['Action, Crime, Mystery'], ['Animation, Adventure, Fantasy'], ['Horror'], ['Horror, Thriller'], ['Adventure, Horror, Sci-Fi'], ['Comedy, Romance'], ['Comedy, Drama, Romance'], ['Biography, Drama, Romance'], ['Comedy, Drama, Romance'], ['Animation, Adventure, Fantasy'], ['Action, Crime, Mystery'], ['Animation, Adventure, Fantasy'], ['Adventure, Horror, Sci-Fi'], ['Adventure, Horror, Sci-Fi'], ['Animation, Adventure, Fantasy'], ['Fantasy'], ['Fantasy'], ['Action, Crime, Mystery'], ['Animation, Adventure, Fantasy'], ['Thriller'], ['Horror, Thriller'], ['Comedy, Drama, Thriller'], ['Action, Crime, Mystery'], ['Biography, Drama, Romance']]",11
Gone,"[['Drama, Horror, Thriller'], ['Horror'], ['Action, Drama, Family'], ['Horror'], ['Action, Drama, Family'], ['Action, Drama, Family'], ['Action, Adventure, Family'], ['Action, Adventure, Mystery'], ['Action, Adventure, Mystery'], ['Adventure, Comedy'], ['Action, Adventure, Family'], ['Sci-Fi'], ['Action, Drama, Family'], ['Action, Adventure, Family'], ['Action, Drama, Family'], ['Action, Adventure, Mystery'], ['Action, Thriller'], ['Action, Drama, Thriller'], ['Action'], ['Action'], ['Action, Drama, Family'], ['Action, Adventure, Family'], ['Action, Adventure, Mystery'], ['Drama, Horror, Thriller'], ['Thriller'], ['Action, Thriller'], ['Action, Drama, Thriller'], ['Thriller'], ['Action, Drama, Family'], ['Thriller']]",11
Savage,"[['Crime, Drama'], ['Action, Crime, Thriller'], ['Crime, Drama, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Horror'], ['Horror'], ['Drama, Romance, Western'], ['Drama, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Sci-Fi'], ['Action, Crime, Thriller'], ['Action, Sci-Fi, Thriller'], ['Action'], ['Action, Crime, Thriller'], ['Drama, Mystery, Thriller'], ['Action, Sci-Fi, Thriller'], ['Crime, Drama, Thriller'], ['Horror, Sci-Fi, Thriller'], ['Thriller'], ['Thriller']]",11
Brothers,"[['Crime'], ['Crime, Drama, Romance'], ['Crime, Drama, Romance'], ['Action, Drama, Sport'], ['Adventure'], ['Drama, Thriller, War'], ['Drama, War'], ['Action, Drama, War'], ['Action, Biography, Drama'], ['Action, Drama, Sport'], ['Action, Drama, War'], ['Action'], ['Action, Biography, Drama'], ['Action'], ['Drama, Thriller, War'], ['Thriller'], ['Biography, Drama'], ['Action, Biography, Drama']]",11
