movie_name,movie_id,number_different_values
Shapath,"[['tt0251395'], ['tt0246229'], ['tt2424850']]",3
Lowlife,"[['tt7012864'], ['tt3477118'], ['tt7012864'], ['tt2186929'], ['tt2186929'], ['tt7012864']]",3
The Crypt,"[['tt2309722'], ['tt1425252'], ['tt9764972'], ['tt9764972']]",3
Shart,"[['tt0242879'], ['tt0363993'], ['tt0176134'], ['tt0363993'], ['tt0176134']]",3
Shatranj,"[['tt0108109'], ['tt0139608'], ['tt0378751'], ['tt0378751']]",3
Mysterious Island,"[['tt1980198'], ['tt0055207'], ['tt0043831'], ['tt0055207'], ['tt0055207'], ['tt0043831'], ['tt0055207'], ['tt0043831']]",3
Shatter,"[['tt10125628'], ['tt10125628'], ['tt0074268'], ['tt7522868'], ['tt10125628']]",3
Loyalty,"[['tt1826738'], ['tt11577348'], ['tt1826738'], ['tt3748366'], ['tt1826738']]",3
Hunting Grounds,"[['tt3231390'], ['tt1235433'], ['tt1540423'], ['tt1235433'], ['tt1540423'], ['tt3231390'], ['tt3231390']]",3
My Friend,"[['tt7816444'], ['tt1576435'], ['tt1516106']]",3
"My Son, the Hero","[['tt0054637'], ['tt0036185'], ['tt0054637'], ['tt0054969'], ['tt0054637'], ['tt0054637']]",3
Keep the Faith,"[['tt5639810'], ['tt4231478'], ['tt8493268'], ['tt4231478']]",3
Hunting Party,"[['tt14590628'], ['tt6015716'], ['tt4896312'], ['tt14590628'], ['tt14590628']]",3
Hurricane,"[['tt0079319'], ['tt10833818'], ['tt10833818'], ['tt11396240']]",3
Hurricane Smith,"[['tt0034878'], ['tt0044729'], ['tt0034878'], ['tt0034878'], ['tt0044729'], ['tt0099814'], ['tt0044729'], ['tt0034878']]",3
My Sassy Girl,"[['tt0293715'], ['tt0404254'], ['tt15850384']]",3
She's the One,"[['tt0117628'], ['tt3264438'], ['tt15163464']]",3
Sheikh Chilli,"[['tt2158747'], ['tt2158747'], ['tt0376881'], ['tt0393753'], ['tt2158747']]",3
My Lucky Star,"[['tt0380069'], ['tt2102502'], ['tt0030481'], ['tt2102502'], ['tt0380069'], ['tt2102502']]",3
Shiva Ka Insaaf,"[['tt0376887'], ['tt0376887'], ['tt0376887'], ['tt1661874'], ['tt2909078']]",3
The Abductors,"[['tt0050092'], ['tt0050092'], ['tt0068164'], ['tt3625520'], ['tt0050092'], ['tt3625520']]",3
Shanghai,"[['tt1092634'], ['tt2072227'], ['tt1092634'], ['tt0026982'], ['tt1092634'], ['tt2072227'], ['tt1092634'], ['tt2072227']]",3
The Counterfeiters,"[['tt0813547'], ['tt0040250'], ['tt0042446'], ['tt0813547'], ['tt0040250'], ['tt0813547'], ['tt0040250']]",3
Iblis,"[['tt9299826'], ['tt7601594'], ['tt9299826'], ['tt8264536'], ['tt7601594'], ['tt9299826']]",3
The Consequence,"[['tt0076280'], ['tt8259948'], ['tt2039391']]",3
Stage Struck,"[['tt0040832'], ['tt0052235'], ['tt0040832'], ['tt0028305']]",3
Stag,"[['tt19853336'], ['tt16247018'], ['tt0120192'], ['tt0120192']]",3
Ice Age,"[['tt4418168'], ['tt0268380'], ['tt0268380'], ['tt21297612'], ['tt0268380'], ['tt4418168']]",3
The Conqueror,"[['tt0049092'], ['tt0049092'], ['tt0049092'], ['tt0049092'], ['tt0398881'], ['tt0049092'], ['tt0007820']]",3
The Confidence Man,"[['tt0179735'], ['tt15376186'], ['tt0014798'], ['tt0179735']]",3
Iced,"[['tt4630836'], ['tt0095350'], ['tt11127358'], ['tt4630836']]",3
Mr. Romeo,"[['tt0364530'], ['tt0422775'], ['tt16142312'], ['tt0364530']]",3
Mr. Right,"[['tt2091935'], ['tt0882789'], ['tt21317468'], ['tt2091935']]",3
Icon,"[['tt13831584'], ['tt12616710'], ['tt15380418']]",3
Shout at the Devil,"[['tt0075214'], ['tt18299598'], ['tt0075214'], ['tt0075214'], ['tt0075214'], ['tt3924226'], ['tt18299598']]",3
Show Boat,"[['tt0044030'], ['tt0028249'], ['tt0020402'], ['tt0044030']]",3
Mr. Jones,"[['tt2507280'], ['tt0107611'], ['tt6828390'], ['tt2507280'], ['tt6828390']]",3
Showdown,"[['tt0111174'], ['tt5212246'], ['tt13527720']]",3
Identity Crisis,"[['tt5907312'], ['tt10836082'], ['tt5907312'], ['tt5907312'], ['tt5907312'], ['tt3868062'], ['tt5907312']]",3
Showtime,"[['tt0284490'], ['tt22499252'], ['tt1720297'], ['tt0284490']]",3
Shrapnel,"[['tt3279020'], ['tt2004348'], ['tt11069220'], ['tt2004348'], ['tt3279020'], ['tt11069220']]",3
Idol,"[['tt7095698'], ['tt0428661'], ['tt7095698'], ['tt15190780']]",3
The Adventurer,"[['tt0010949'], ['tt0018624'], ['tt0010949'], ['tt0018624'], ['tt0010949'], ['tt5833048'], ['tt0018624'], ['tt5833048']]",3
The Conductor,"[['tt8245936'], ['tt8665364'], ['tt6932818']]",3
Shortcut,"[['tt8960138'], ['tt8960138'], ['tt10135550'], ['tt10135550'], ['tt8960138'], ['tt10135550'], ['tt23881532']]",3
The Accompanist,"[['tt0103616'], ['tt7650966'], ['tt7650966'], ['tt8155556'], ['tt0103616']]",3
The Contractor,"[['tt2274172'], ['tt6060190'], ['tt10323676'], ['tt6060190'], ['tt10323676'], ['tt2274172'], ['tt6060190']]",3
Stalingrad,"[['tt0108211'], ['tt1966566'], ['tt0174240'], ['tt1966566']]",3
Kartavya,"[['tt13011806'], ['tt0359544'], ['tt0113528'], ['tt0113528']]",3
The Abominable Snowman,"[['tt0050095'], ['tt0115453'], ['tt3387528'], ['tt0050095'], ['tt0115453']]",3
Murder Will Out,"[['tt0031685'], ['tt0021163'], ['tt0044931'], ['tt0021163'], ['tt0021163']]",3
The Count,"[['tt1869710'], ['tt0137890'], ['tt1830840'], ['tt1869710'], ['tt0137890']]",3
Karna,"[['tt17074480'], ['tt0158700'], ['tt0251171'], ['tt0158700'], ['tt0251171'], ['tt0158700'], ['tt0251171']]",3
I Remember You,"[['tt4966532'], ['tt2654522'], ['tt0090345'], ['tt4966532'], ['tt4966532']]",3
The Counselor,"[['tt2193215'], ['tt7559232'], ['tt7559232'], ['tt7559232'], ['tt2193215'], ['tt5640842']]",3
Lucky Bastard,"[['tt2417854'], ['tt1959462'], ['tt1461242'], ['tt1461242'], ['tt1959462'], ['tt2417854'], ['tt1461242']]",3
I Spit on Your Grave,"[['tt0052937'], ['tt1242432'], ['tt0077713'], ['tt0052937'], ['tt1242432'], ['tt0077713']]",3
Muqabla,"[['tt0104941'], ['tt0079589'], ['tt0079589'], ['tt0104941'], ['tt0079589'], ['tt3429794'], ['tt0104941'], ['tt0079589']]",3
Mugguru Monagallu,"[['tt0246090'], ['tt0260206'], ['tt15121916']]",3
Karla,"[['tt0424938'], ['tt0059349'], ['tt14124026'], ['tt0424938']]",3
Shoot,"[['tt4887106'], ['tt0184896'], ['tt0075212'], ['tt0075212']]",3
Mulan,"[['tt0120762'], ['tt0120762'], ['tt0120762'], ['tt4566758'], ['tt0120762'], ['tt4566758'], ['tt0120762'], ['tt4566758'], ['tt6058388']]",3
I Wish,"[['tt5528558'], ['tt14675606'], ['tt2670556']]",3
The Conversation,"[['tt15112126'], ['tt0071360'], ['tt7159036'], ['tt0071360'], ['tt15112126']]",3
Mukhosh,"[['tt18393700'], ['tt14992954'], ['tt11397658']]",3
Mujrim,"[['tt0097926'], ['tt0097926'], ['tt7158052'], ['tt0374065']]",3
Mujhe Jeene Do,"[['tt0057332'], ['tt0057332'], ['tt3818956'], ['tt0057332'], ['tt4887316'], ['tt0057332']]",3
Shooting Stars,"[['tt3715152'], ['tt0018392'], ['tt3715152'], ['tt3989912'], ['tt3989912'], ['tt3715152']]",3
Naag Mani,"[['tt0389191'], ['tt0389191'], ['tt3748392'], ['tt4319856']]",3
Nabat,"[['tt11709296'], ['tt3977898'], ['tt5595324']]",3
Khel Khel Mein,"[['tt15223726'], ['tt0073236'], ['tt0073236'], ['tt11027826'], ['tt15223726'], ['tt0073236']]",3
Hot Stuff,"[['tt0079308'], ['tt0075045'], ['tt3685268'], ['tt3685268'], ['tt3685268'], ['tt3685268'], ['tt0079308'], ['tt0075045'], ['tt0079308']]",3
Never Too Late,"[['tt0026771'], ['tt9115528'], ['tt7527262']]",3
Sex Crimes,"[['tt0142832'], ['tt1307460'], ['tt0142832'], ['tt0189079'], ['tt0142832']]",3
Never Look Back,"[['tt19636796'], ['tt19636796'], ['tt3519472'], ['tt3519472'], ['tt3519472'], ['tt19636796'], ['tt0244095'], ['tt3519472']]",3
Horseplay,"[['tt3573354'], ['tt7042760'], ['tt3212510']]",3
The Day After Halloween,"[['tt17175444'], ['tt7631294'], ['tt17175444'], ['tt0079917']]",3
Hospital,"[['tt14288764'], ['tt7068588'], ['tt13579886'], ['tt7068588']]",3
Khandaan,"[['tt0381313'], ['tt0151200'], ['tt0357838']]",3
Shabnam,"[['tt2782720'], ['tt0041861'], ['tt0041861'], ['tt0155161'], ['tt0155161'], ['tt0155161']]",3
Hostages,"[['tt5207262'], ['tt5207262'], ['tt0036017'], ['tt21287544']]",3
Hostel,"[['tt1825801'], ['tt0450278'], ['tt15137200'], ['tt1825801'], ['tt1825801'], ['tt1825801']]",3
Never Alone,"[['tt7705106'], ['tt19726642'], ['tt1730209']]",3
Hostile,"[['tt5085522'], ['tt4075022'], ['tt14589010'], ['tt5085522'], ['tt5085522'], ['tt4075022'], ['tt4075022'], ['tt4075022']]",3
Never Again,"[['tt0244094'], ['tt9379184'], ['tt6416126']]",3
Shades,"[['tt3322460'], ['tt7371312'], ['tt2458910']]",3
Shades of Gray,"[['tt0487171'], ['tt0119357'], ['tt0119357'], ['tt3578144']]",3
Neptune,"[['tt2342229'], ['tt2342229'], ['tt13990134'], ['tt0462449']]",3
Hot Ice,"[['tt0129148'], ['tt0044724'], ['tt0257764']]",3
Hot Money,"[['tt0085690'], ['tt0027761'], ['tt3506256']]",3
Neon,"[['tt7904332'], ['tt1256524'], ['tt3265464']]",3
Shadow Dancer,"[['tt0119894'], ['tt1770734'], ['tt0292688'], ['tt0119894']]",3
Nelson,"[['tt0017199'], ['tt0009425'], ['tt0017199'], ['tt0009425'], ['tt3630426'], ['tt0017199'], ['tt0009425']]",3
Horizon,"[['tt10310010'], ['tt10310010'], ['tt5530824'], ['tt1899260'], ['tt10310010']]",3
Never a Dull Moment,"[['tt0063341'], ['tt0042784'], ['tt0063341'], ['tt0036200']]",3
Lover Come Back,"[['tt0055100'], ['tt0038705'], ['tt0022094'], ['tt0022094']]",3
HoneyBee,"[['tt4454930'], ['tt3743778'], ['tt5335062'], ['tt5335062'], ['tt5335062']]",3
Love's Old Sweet Song,"[['tt0014222'], ['tt0024341'], ['tt0206906']]",3
Loveless,"[['tt5286306'], ['tt13897208'], ['tt5950490']]",3
Khel,"[['tt0371775'], ['tt0102200'], ['tt11738584'], ['tt0371775'], ['tt0371775']]",3
The Debt Collector,"[['tt0159401'], ['tt6286798'], ['tt7448180'], ['tt0159401'], ['tt0159401']]",3
The Debt,"[['tt26709467'], ['tt1226753'], ['tt0990427']]",3
Homewrecker,"[['tt10560862'], ['tt1694016'], ['tt1260573']]",3
Newcastle United vs Liverpool,"[['tt13743866'], ['tt10788196'], ['tt10783372']]",3
Homunculus,"[['tt5505320'], ['tt14404280'], ['tt5505320'], ['tt14404280'], ['tt9438414'], ['tt14404280'], ['tt9438414']]",3
Newcastle,"[['tt1043860'], ['tt12411652'], ['tt13801722'], ['tt1043860']]",3
New Year,"[['tt0353795'], ['tt1543566'], ['tt21043852']]",3
Hooked,"[['tt1532382'], ['tt1532382'], ['tt15142810'], ['tt5376366']]",3
Khazana,"[['tt0359549'], ['tt2987980'], ['tt0134763'], ['tt0359549'], ['tt0134763'], ['tt0359549'], ['tt2987980']]",3
Hong Kil-dong,"[['tt0327306'], ['tt0254387'], ['tt0327306'], ['tt0363264'], ['tt0254387'], ['tt0327306'], ['tt0254387']]",3
New Moon,"[['tt0021178'], ['tt0032840'], ['tt0032840'], ['tt0325043'], ['tt0325043']]",3
Hong Kong,"[['tt0043654'], ['tt0043654'], ['tt0079305'], ['tt0079305'], ['tt0043654'], ['tt2762900']]",3
Seventh,"[['tt4968628'], ['tt12235940'], ['tt7818498']]",3
Khatarnak,"[['tt0273707'], ['tt0924234'], ['tt11542618'], ['tt0273707']]",3
Honour,"[['tt1738351'], ['tt8660738'], ['tt3259410']]",3
New Life,"[['tt18973958'], ['tt2931140'], ['tt13074184'], ['tt13074184'], ['tt18973958']]",3
Severed,"[['tt10263504'], ['tt0428390'], ['tt0428390'], ['tt0428390'], ['tt14692080'], ['tt10263504']]",3
Hot Rod,"[['tt2431894'], ['tt0787475'], ['tt2431894'], ['tt0042578']]",3
Kezban,"[['tt0279175'], ['tt0322942'], ['tt0373969']]",3
Keepsake,"[['tt2014264'], ['tt4320608'], ['tt16154250']]",3
Hotel California,"[['tt0866435'], ['tt2899136'], ['tt4582294'], ['tt0866435'], ['tt2899136'], ['tt0866435'], ['tt2899136']]",3
Keloglan,"[['tt0279173'], ['tt7428166'], ['tt0392260']]",3
Housebound,"[['tt3504048'], ['tt4445460'], ['tt3504048'], ['tt0160434']]",3
Housefull,"[['tt1573072'], ['tt4991978'], ['tt12695700']]",3
Shaft,"[['tt0162650'], ['tt4463894'], ['tt0067741'], ['tt4463894'], ['tt0162650'], ['tt4463894'], ['tt0067741'], ['tt0162650'], ['tt0067741']]",3
How to Disappear Completely,"[['tt3102334'], ['tt3902076'], ['tt1535496']]",3
The Dancer,"[['tt4632440'], ['tt1989598'], ['tt5770556'], ['tt4632440']]",3
Howl,"[['tt2393827'], ['tt8079664'], ['tt1049402'], ['tt2393827'], ['tt2393827'], ['tt2393827'], ['tt2393827'], ['tt1049402']]",3
Standoff,"[['tt3703908'], ['tt0119931'], ['tt3703908'], ['tt3703908'], ['tt0119931'], ['tt6869850']]",3
Shahenshah,"[['tt0093949'], ['tt0093949'], ['tt11157480'], ['tt0158209']]",3
Shakedown,"[['tt0096087'], ['tt0042953'], ['tt0028244'], ['tt0042953'], ['tt0028244'], ['tt0042953'], ['tt0096087'], ['tt0042953'], ['tt0028244'], ['tt0096087'], ['tt0028244'], ['tt0096087'], ['tt0042953']]",3
Huckleberry Finn,"[['tt0071634'], ['tt0021981'], ['tt0071634'], ['tt6977212']]",3
Shakti,"[['tt0084667'], ['tt7316782'], ['tt0084667'], ['tt4773144'], ['tt7316782']]",3
Hulchul,"[['tt0172574'], ['tt0215859'], ['tt0437238'], ['tt0172574'], ['tt0215859'], ['tt0215859'], ['tt0437238'], ['tt0172574'], ['tt0172574'], ['tt0215859']]",3
Nala Damayanti,"[['tt0259454'], ['tt0154931'], ['tt1422706']]",3
Hull City vs Liverpool,"[['tt10789938'], ['tt10779248'], ['tt10783548']]",3
Naked Rose,"[['tt0489729'], ['tt2872380'], ['tt3374770']]",3
Nagin,"[['tt0048410'], ['tt0074949'], ['tt13362198'], ['tt0074949'], ['tt0074949'], ['tt0048410']]",3
Hum Dono,"[['tt0225961'], ['tt0087434'], ['tt0087434'], ['tt0225961'], ['tt0286705'], ['tt0286705']]",3
Human,"[['tt21041490'], ['tt1780866'], ['tt5697230']]",3
Shambhala,"[['tt3521102'], ['tt5313578'], ['tt9379372']]",3
Human Cargo,"[['tt0027769'], ['tt10477868'], ['tt0186223'], ['tt0027769'], ['tt10477868'], ['tt0027769']]",3
Shadowman,"[['tt0069593'], ['tt2452364'], ['tt0069593'], ['tt2452364'], ['tt2452364'], ['tt2452364'], ['tt2452364'], ['tt1107395'], ['tt2452364']]",3
Shadowboxer,"[['tt0396857'], ['tt15047464'], ['tt9234170'], ['tt0396857'], ['tt0396857']]",3
House of the Damned,"[['tt0057160'], ['tt0116573'], ['tt0344330'], ['tt0057160'], ['tt0116573'], ['tt0057160'], ['tt0116573']]",3
Surrogate,"[['tt18311162'], ['tt6977170'], ['tt4563018']]",3
Key Witness,"[['tt0039529'], ['tt0053993'], ['tt0039529'], ['tt0053993'], ['tt4173074'], ['tt0039529'], ['tt0053993']]",3
Negative,"[['tt4572316'], ['tt4780578'], ['tt12731104'], ['tt4572316']]",3
The Darkening,"[['tt0125060'], ['tt2317734'], ['tt2408242'], ['tt0125060'], ['tt0125060'], ['tt2317734']]",3
Star Child,"[['tt3785420'], ['tt7671406'], ['tt4193810'], ['tt3785420'], ['tt7671406']]",3
Nedumi,"[['tt13879100'], ['tt13872354'], ['tt13893576']]",3
Hourglass,"[['tt2101372'], ['tt6926410'], ['tt10189032']]",3
Necrosis,"[['tt1131743'], ['tt8023342'], ['tt3417186'], ['tt3417186'], ['tt1131743'], ['tt3417186']]",3
Necropolis,"[['tt0091617'], ['tt0188093'], ['tt12928782'], ['tt0188093'], ['tt12928782']]",3
Loving,"[['tt4669986'], ['tt2495212'], ['tt0366730'], ['tt4669986']]",3
House of Darkness,"[['tt18224610'], ['tt0040452'], ['tt3329218'], ['tt18224610'], ['tt18224610']]",3
Kept,"[['tt26597292'], ['tt2219978'], ['tt0256856'], ['tt2219978']]",3
Near,"[['tt21858808'], ['tt14111012'], ['tt14111012'], ['tt5644570'], ['tt14111012']]",3
House of Mirrors,"[['tt2123207'], ['tt6100234'], ['tt6100234'], ['tt2123207'], ['tt23470430']]",3
Shadow Warriors,"[['tt0117612'], ['tt0117612'], ['tt6975420'], ['tt0105375'], ['tt0117612']]",3
Nayattu,"[['tt11604676'], ['tt11604676'], ['tt15163606'], ['tt15163618']]",3
The Dark Horse,"[['tt0870101'], ['tt0870101'], ['tt7999750'], ['tt2192016']]",3
Navy Blues,"[['tt0033942'], ['tt0029298'], ['tt0418935']]",3
Star,"[['tt0485275'], ['tt13758250'], ['tt13758250'], ['tt4780850']]",3
House of Terror,"[['tt0068721'], ['tt0068721'], ['tt6903074'], ['tt3333396'], ['tt0068721']]",3
House of Usher,"[['tt0053925'], ['tt1017442'], ['tt2602524'], ['tt1017442']]",3
Near Death,"[['tt0371846'], ['tt2166003'], ['tt0371846'], ['tt0371846'], ['tt1059815'], ['tt2166003']]",3
Mohabbat Zindagi Hai,"[['tt0316268'], ['tt14434386'], ['tt5316248'], ['tt14434386']]",3
The Last Days,"[['tt1935914'], ['tt6156484'], ['tt1935914'], ['tt1935914'], ['tt1935914'], ['tt0478195'], ['tt1935914'], ['tt0478195'], ['tt1935914']]",3
Commander,"[['tt0166145'], ['tt0166145'], ['tt0082194'], ['tt5687418']]",3
The Way Out,"[['tt0048800'], ['tt2262319'], ['tt11057484']]",3
Chamber of Horrors,"[['tt0060228'], ['tt0060228'], ['tt0032406'], ['tt0321628'], ['tt0032406'], ['tt0060228']]",3
The Way Back,"[['tt0006247'], ['tt1023114'], ['tt8544498'], ['tt1023114']]",3
The Watching,"[['tt1942116'], ['tt13840992'], ['tt1924425'], ['tt1924425']]",3
Chandramukhi,"[['tt0449869'], ['tt13206784'], ['tt0387921'], ['tt0449869'], ['tt0449869'], ['tt0449869']]",3
Chandrasena,"[['tt0390964'], ['tt0266400'], ['tt0242360']]",3
Change,"[['tt0147974'], ['tt21249434'], ['tt4161380'], ['tt0147974']]",3
Changes,"[['tt0064152'], ['tt14551764'], ['tt14587086']]",3
The Wasteland,"[['tt0195335'], ['tt13323118'], ['tt13323118'], ['tt14017492'], ['tt0195335']]",3
Changing Tides,"[['tt7211552'], ['tt18950252'], ['tt2353875'], ['tt7211552']]",3
Channels,"[['tt0783236'], ['tt20858696'], ['tt3439422']]",3
The Warriors,"[['tt0080120'], ['tt7730204'], ['tt0080120'], ['tt6449754'], ['tt0080120']]",3
Charlatan,"[['tt6028620'], ['tt16369642'], ['tt14361772'], ['tt6028620']]",3
The Wandering Jew,"[['tt0024750'], ['tt0014588'], ['tt0024751']]",3
The Wanderer,"[['tt0064389'], ['tt6311672'], ['tt5861250'], ['tt6311672'], ['tt5861250']]",3
The Wallet,"[['tt5761682'], ['tt0294387'], ['tt15533700']]",3
Charminar,"[['tt3006554'], ['tt3426108'], ['tt8112172']]",3
Chasing Ghosts,"[['tt0403933'], ['tt6113392'], ['tt2745684'], ['tt0403933'], ['tt0403933'], ['tt6113392']]",3
The Waiting,"[['tt1337069'], ['tt7046966'], ['tt1337069'], ['tt7046966'], ['tt9074994'], ['tt9074994'], ['tt1337069'], ['tt1337069']]",3
The Waiter,"[['tt7838494'], ['tt0934981'], ['tt0124208'], ['tt7838494'], ['tt0934981']]",3
The Wait,"[['tt1091212'], ['tt12453124'], ['tt1675759']]",3
The Wager,"[['tt0007528'], ['tt0288309'], ['tt8806252']]",3
The Vulture,"[['tt2627146'], ['tt0029741'], ['tt0062463'], ['tt0062463'], ['tt0062463'], ['tt2627146'], ['tt2627146']]",3
Chatterbox,"[['tt15800228'], ['tt0027443'], ['tt0197110']]",3
Cheaper by the Dozen,"[['tt6705162'], ['tt0349205'], ['tt6705162'], ['tt0042327'], ['tt6705162']]",3
Cheaters,"[['tt0024971'], ['tt2502568'], ['tt0024971'], ['tt7559216'], ['tt7559216'], ['tt0024971']]",3
Checkout,"[['tt0884841'], ['tt10629014'], ['tt1997307']]",3
Chef,"[['tt12557760'], ['tt5745450'], ['tt2883512']]",3
The Visitant,"[['tt12215102'], ['tt23728758'], ['tt2276258'], ['tt12215102']]",3
Chalta Purza,"[['tt4209790'], ['tt0381079'], ['tt0155600'], ['tt0381079']]",3
The Web,"[['tt0039973'], ['tt0039973'], ['tt6373350'], ['tt3637820'], ['tt0039973'], ['tt6373350']]",3
Chakravyuha,"[['tt0157451'], ['tt5349428'], ['tt0309432'], ['tt0157451'], ['tt5349428'], ['tt0309432'], ['tt0157451']]",3
Cat and Mouse,"[['tt0072776'], ['tt0366720'], ['tt0072776'], ['tt0060583'], ['tt0366720']]",3
Caravan,"[['tt0066888'], ['tt0037578'], ['tt0037578'], ['tt0066888'], ['tt0066888'], ['tt6577794']]",3
Carbon Copy,"[['tt8873706'], ['tt13312824'], ['tt6077244']]",3
Carnaval,"[['tt7452490'], ['tt10394808'], ['tt7452490'], ['tt7452490'], ['tt3147804']]",3
Carnival Queen,"[['tt0028694'], ['tt0465704'], ['tt0028694'], ['tt0325157']]",3
Carnivale,"[['tt9178068'], ['tt0202287'], ['tt1466077']]",3
The Wizard,"[['tt0018584'], ['tt0098663'], ['tt0098663'], ['tt0018584'], ['tt0098663'], ['tt0098663'], ['tt0018584'], ['tt8518454']]",3
Carrie,"[['tt0074285'], ['tt1939659'], ['tt0044486'], ['tt0074285']]",3
Cascade,"[['tt6210326'], ['tt12180508'], ['tt4212114']]",3
The Wind in the Willows,"[['tt1600212'], ['tt7657564'], ['tt1600212'], ['tt11159730'], ['tt1600212']]",3
Cash,"[['tt1002966'], ['tt0872190'], ['tt0872190'], ['tt1002966'], ['tt0872190'], ['tt5266830']]",3
The Will,"[['tt11079540'], ['tt2354922'], ['tt2826352']]",3
Cassandra,"[['tt1866124'], ['tt0090807'], ['tt1866124'], ['tt4848618'], ['tt1866124'], ['tt0090807'], ['tt1866124']]",3
Cat Killer: Nancy James,"[['tt26084446'], ['tt26219546'], ['tt26218832']]",3
Catacombs,"[['tt0449471'], ['tt0106636'], ['tt0228121'], ['tt0449471']]",3
Chakkar,"[['tt20198256'], ['tt8682244'], ['tt11526052'], ['tt20198256'], ['tt20198256']]",3
The Wild,"[['tt14916052'], ['tt0405469'], ['tt0405469'], ['tt0307669'], ['tt0405469'], ['tt0307669'], ['tt14916052']]",3
The Widow,"[['tt12057234'], ['tt12057234'], ['tt12057234'], ['tt5640542'], ['tt0978749']]",3
The Wicked,"[['tt0449444'], ['tt4230796'], ['tt4230796'], ['tt0211743']]",3
Caught in the Act,"[['tt0033454'], ['tt0008953'], ['tt2784040']]",3
Cavalcade,"[['tt0023876'], ['tt0051462'], ['tt0023876'], ['tt0427047']]",3
Cellar Door,"[['tt9859162'], ['tt7635926'], ['tt9859162'], ['tt11950888'], ['tt9859162']]",3
The White Devil,"[['tt5869224'], ['tt2034145'], ['tt5869224'], ['tt3630464']]",3
Cemetery,"[['tt7550380'], ['tt10607336'], ['tt11051582']]",3
The Whisper,"[['tt6004290'], ['tt8085964'], ['tt0316895'], ['tt8085964']]",3
The Whirlpool,"[['tt0009795'], ['tt22370028'], ['tt2011155'], ['tt22370028']]",3
The Weight,"[['tt10794054'], ['tt7985666'], ['tt1690384']]",3
Chain Reaction,"[['tt20365920'], ['tt6314382'], ['tt0115857'], ['tt0115857'], ['tt6314382'], ['tt0115857']]",3
Chain of Command,"[['tt0207377'], ['tt4340720'], ['tt0112655'], ['tt0207377'], ['tt4340720'], ['tt0112655'], ['tt0207377']]",3
Chelsea vs Arsenal,"[['tt10788086'], ['tt10783222'], ['tt12759064']]",3
Chelsea vs Manchester City,"[['tt12794888'], ['tt10783480'], ['tt13773786']]",3
Chemistry,"[['tt1568808'], ['tt7941266'], ['tt2338862']]",3
Coffee,"[['tt14270910'], ['tt14864628'], ['tt15716638'], ['tt14864628']]",3
Clean Slate,"[['tt6204586'], ['tt0109443'], ['tt8580242']]",3
Cleo,"[['tt1314173'], ['tt5884142'], ['tt5884142'], ['tt5884142'], ['tt15090472']]",3
The Treasure,"[['tt6182954'], ['tt0014446'], ['tt6182954'], ['tt0100812'], ['tt6182954']]",3
Clickbait,"[['tt6982794'], ['tt14736444'], ['tt6714618'], ['tt6982794']]",3
Clockwise,"[['tt4146632'], ['tt5118828'], ['tt4146632'], ['tt1820415'], ['tt5118828'], ['tt5118828'], ['tt4146632']]",3
Clockwork,"[['tt12787164'], ['tt1337465'], ['tt3729328'], ['tt12787164']]",3
Close,"[['tt0142184'], ['tt5316540'], ['tt1653652'], ['tt5316540']]",3
Clover,"[['tt7801350'], ['tt22868228'], ['tt3594796'], ['tt7801350']]",3
Clown,"[['tt1780798'], ['tt10380066'], ['tt1059781'], ['tt1780798'], ['tt10380066']]",3
Clowns,"[['tt2178993'], ['tt2178993'], ['tt9651300'], ['tt9651300'], ['tt2178993'], ['tt8462202'], ['tt9651300']]",3
Clue,"[['tt0088930'], ['tt1385861'], ['tt0088930'], ['tt1385861'], ['tt23379618'], ['tt0088930'], ['tt1385861'], ['tt23379618']]",3
Cocoon,"[['tt10107222'], ['tt0088933'], ['tt21045734']]",3
The Torturer,"[['tt0186631'], ['tt1245678'], ['tt0472571'], ['tt1245678'], ['tt1245678'], ['tt1245678']]",3
The Tormented,"[['tt2923526'], ['tt4733038'], ['tt4569776'], ['tt2923526']]",3
Claudia,"[['tt0035742'], ['tt0052699'], ['tt1039808']]",3
The Tomb,"[['tt0090183'], ['tt1038011'], ['tt0090183'], ['tt21066836'], ['tt1038011'], ['tt21066836']]",3
Cold Front,"[['tt0097077'], ['tt4997374'], ['tt12832134']]",3
Cold Steel,"[['tt0092767'], ['tt2319805'], ['tt0012058'], ['tt0092767']]",3
Cold Storage,"[['tt0462232'], ['tt4897426'], ['tt8879928'], ['tt0462232'], ['tt4897426']]",3
Collapse,"[['tt4333368'], ['tt1524114'], ['tt4333368'], ['tt4333368'], ['tt4952210'], ['tt4333368'], ['tt1524114']]",3
College Girl,"[['tt0247257'], ['tt2881776'], ['tt0053728']]",3
Collusion,"[['tt8685842'], ['tt14719114'], ['tt10531964']]",3
Comanche,"[['tt1753606'], ['tt10548420'], ['tt1753606'], ['tt10548420'], ['tt15462206']]",3
Combat,"[['tt0783701'], ['tt0017768'], ['tt1669100']]",3
Come Play with Me,"[['tt10722406'], ['tt15381502'], ['tt0063033'], ['tt15381502'], ['tt10722406'], ['tt0063033'], ['tt10722406'], ['tt15381502']]",3
The Thirteenth Hour,"[['tt1291578'], ['tt0039127'], ['tt0039127'], ['tt0018480'], ['tt1291578'], ['tt1291578'], ['tt1291578']]",3
Come Undone,"[['tt1403144'], ['tt0242795'], ['tt4310390']]",3
