movie_name,movie_id,number_different_values
Nightfall,"[['tt0049552'], ['tt2171993'], ['tt6474596'], ['tt21872424'], ['tt5662604'], ['tt1380993'], ['tt7428942'], ['tt10021874'], ['tt1551628'], ['tt3416368'], ['tt0049552'], ['tt0049552'], ['tt0095738'], ['tt10054252'], ['tt0095738'], ['tt6474596'], ['tt2171993'], ['tt12883798'], ['tt14190404'], ['tt5662604'], ['tt0049552'], ['tt5867480'], ['tt2171993'], ['tt1380993'], ['tt5662604']]",15
Black Friday,"[['tt0400234'], ['tt0032258'], ['tt11649338'], ['tt0032258'], ['tt11242292'], ['tt5294282'], ['tt10799626'], ['tt6740018'], ['tt0400234'], ['tt0006433'], ['tt0032258'], ['tt7980158'], ['tt15417268'], ['tt0032258'], ['tt8063726'], ['tt0032258'], ['tt6183434'], ['tt0400234'], ['tt0218053'], ['tt10284444'], ['tt0032258'], ['tt15839080'], ['tt6740018']]",15
Lucid,"[['tt2583192'], ['tt12034690'], ['tt10788136'], ['tt0434165'], ['tt1337656'], ['tt13242708'], ['tt9642688'], ['tt5564336'], ['tt13242708'], ['tt14263782'], ['tt5838752'], ['tt2018093'], ['tt16354824'], ['tt6976874'], ['tt13242708'], ['tt16407414'], ['tt2018093'], ['tt13242708'], ['tt2018093'], ['tt5564336'], ['tt13242708'], ['tt2583192'], ['tt14263782'], ['tt3266412'], ['tt6976874'], ['tt1337656']]",15
Angel,"[['tt0086896'], ['tt7044698'], ['tt24749356'], ['tt0783767'], ['tt0028575'], ['tt5892354'], ['tt6318728'], ['tt7998110'], ['tt3626616'], ['tt3149398'], ['tt3626616'], ['tt3097882'], ['tt12651324'], ['tt5892354'], ['tt8691696'], ['tt7998110'], ['tt0086896'], ['tt1825655'], ['tt0086896'], ['tt7044698'], ['tt2785464'], ['tt3097882']]",15
Sacrifice,"[['tt2078718'], ['tt2894546'], ['tt10004108'], ['tt2078718'], ['tt7423630'], ['tt0008825'], ['tt1726738'], ['tt3697854'], ['tt0145526'], ['tt5169916'], ['tt10004108'], ['tt2078718'], ['tt3697854'], ['tt0008825'], ['tt1521236'], ['tt3697854'], ['tt0008529'], ['tt1630564'], ['tt10004108'], ['tt2078718'], ['tt1630564'], ['tt2842732'], ['tt5536022'], ['tt12386476']]",15
Deadline,"[['tt0417594'], ['tt0429287'], ['tt1242618'], ['tt0082244'], ['tt2278532'], ['tt2623734'], ['tt1430811'], ['tt2106383'], ['tt0417594'], ['tt4831794'], ['tt4831794'], ['tt1242618'], ['tt0082244'], ['tt1430811'], ['tt2106383'], ['tt0211531'], ['tt0417594'], ['tt8066682'], ['tt0065619'], ['tt3860870'], ['tt1701989'], ['tt26696515']]",15
Zero,"[['tt5288552'], ['tt9266302'], ['tt5984828'], ['tt6527426'], ['tt5288552'], ['tt2352438'], ['tt8332854'], ['tt5288552'], ['tt8041928'], ['tt3273738'], ['tt5288552'], ['tt0088449'], ['tt13598080'], ['tt8041928'], ['tt1519661'], ['tt3273738'], ['tt2352438'], ['tt15072452'], ['tt4686238'], ['tt13598080'], ['tt6313164'], ['tt7054386'], ['tt5984828']]",15
Kidnapped,"[['tt0026568'], ['tt1629377'], ['tt0040507'], ['tt0053994'], ['tt0026568'], ['tt0067302'], ['tt0053994'], ['tt0030321'], ['tt0040507'], ['tt0008159'], ['tt7024148'], ['tt0053994'], ['tt12725608'], ['tt1629377'], ['tt0091336'], ['tt0162421'], ['tt7639684'], ['tt4070908'], ['tt7662934'], ['tt7024148'], ['tt7083696']]",15
Obsession,"[['tt0035160'], ['tt0047291'], ['tt2056666'], ['tt0035160'], ['tt0118700'], ['tt2056666'], ['tt19874880'], ['tt0008376'], ['tt0041460'], ['tt0074991'], ['tt7701288'], ['tt0074991'], ['tt6023242'], ['tt16994566'], ['tt24178764'], ['tt23308990'], ['tt8988914'], ['tt9866710'], ['tt19874880']]",15
Nightmare,"[['tt0049553'], ['tt0082818'], ['tt14807000'], ['tt0058405'], ['tt26546417'], ['tt2343475'], ['tt0455983'], ['tt8952290'], ['tt2473516'], ['tt26420847'], ['tt12729064'], ['tt1899254'], ['tt2914032'], ['tt0049553'], ['tt0035127'], ['tt12729064'], ['tt0459831'], ['tt0049553'], ['tt0035127'], ['tt0058405'], ['tt0035127'], ['tt0459831'], ['tt14807000'], ['tt0058405'], ['tt0049553'], ['tt26546417'], ['tt2343475'], ['tt0455983'], ['tt2914032']]",15
Lost,"[['tt11579002'], ['tt13617332'], ['tt8802088'], ['tt6434364'], ['tt0085869'], ['tt12510312'], ['tt7239290'], ['tt3799306'], ['tt6419426'], ['tt0406942'], ['tt0085869'], ['tt12510312'], ['tt6558710'], ['tt5313324'], ['tt13617332'], ['tt0406942'], ['tt15048606'], ['tt0406942'], ['tt11579002'], ['tt3799306'], ['tt6419426'], ['tt5871166'], ['tt6558710'], ['tt5313324']]",14
Monster,"[['tt0340855'], ['tt2850272'], ['tt15816392'], ['tt8071360'], ['tt5338404'], ['tt13814444'], ['tt6840904'], ['tt4841592'], ['tt9077038'], ['tt4841592'], ['tt15816392'], ['tt12260412'], ['tt1617136'], ['tt12260412'], ['tt9252692'], ['tt9179232'], ['tt9077038'], ['tt15816392'], ['tt3589450'], ['tt13814444'], ['tt4841592'], ['tt1617136'], ['tt5338404'], ['tt0340855'], ['tt15816392'], ['tt3589450'], ['tt12260412'], ['tt9252692'], ['tt5338404'], ['tt0340855']]",14
Mother,"[['tt1216496'], ['tt5707304'], ['tt3400912'], ['tt14912938'], ['tt3867434'], ['tt0016491'], ['tt0016491'], ['tt1216496'], ['tt0016491'], ['tt0016491'], ['tt3043336'], ['tt9186818'], ['tt1216496'], ['tt9234450'], ['tt11656548'], ['tt5707304'], ['tt5332280'], ['tt5739844'], ['tt6287416'], ['tt1893292']]",14
Beast,"[['tt5628302'], ['tt4251006'], ['tt21160288'], ['tt13223398'], ['tt1423333'], ['tt4359322'], ['tt4261746'], ['tt10389902'], ['tt21160288'], ['tt5628302'], ['tt4261746'], ['tt5628302'], ['tt13223398'], ['tt6463468'], ['tt4261746'], ['tt13223398'], ['tt11301946'], ['tt13223398'], ['tt11301946'], ['tt1572501'], ['tt4251006'], ['tt5988116'], ['tt6073742'], ['tt9601056']]",14
She,"[['tt4516368'], ['tt1943802'], ['tt0026983'], ['tt0059710'], ['tt0090009'], ['tt0026983'], ['tt0267923'], ['tt0016338'], ['tt0090009'], ['tt0026983'], ['tt0267923'], ['tt0016338'], ['tt0007330'], ['tt0008565'], ['tt3654722'], ['tt0059710'], ['tt0090009'], ['tt0026983'], ['tt0267923'], ['tt0016338'], ['tt7668228'], ['tt0007330'], ['tt0008565'], ['tt0090009'], ['tt0267923'], ['tt14825116'], ['tt3654722'], ['tt20896158'], ['tt4516368'], ['tt1557868'], ['tt1943802']]",14
The End,"[['tt10985028'], ['tt4202974'], ['tt1852126'], ['tt3891608'], ['tt1852126'], ['tt10985028'], ['tt3397616'], ['tt15551346'], ['tt2046090'], ['tt2101463'], ['tt2172993'], ['tt15551346'], ['tt7604636'], ['tt10985028'], ['tt1852126'], ['tt5616684'], ['tt2046090'], ['tt7604636'], ['tt13024906'], ['tt4202974'], ['tt2073105'], ['tt10353504']]",14
Rogue,"[['tt0431375'], ['tt10917320'], ['tt0479528'], ['tt11576124'], ['tt18884034'], ['tt8123956'], ['tt0431375'], ['tt0320376'], ['tt7917774'], ['tt14630182'], ['tt0479528'], ['tt11576124'], ['tt6682124'], ['tt10150568'], ['tt21025262'], ['tt10917320'], ['tt9605614'], ['tt5754544'], ['tt0320376'], ['tt0479528'], ['tt11576124'], ['tt6682124'], ['tt21025262'], ['tt18884034'], ['tt10917320'], ['tt0320376']]",14
Inheritance,"[['tt10472094'], ['tt5580602'], ['tt15494872'], ['tt0296766'], ['tt9530996'], ['tt3486044'], ['tt4245570'], ['tt5171064'], ['tt3486044'], ['tt7923220'], ['tt10472094'], ['tt5580602'], ['tt13971324'], ['tt16054156'], ['tt7923220'], ['tt10472094'], ['tt5580602'], ['tt13971324'], ['tt0296766'], ['tt2854892'], ['tt10838080'], ['tt3486044'], ['tt5157480']]",14
Plan B,"[['tt0249082'], ['tt13612878'], ['tt3100586'], ['tt6536704'], ['tt0268776'], ['tt6471152'], ['tt1408972'], ['tt6751106'], ['tt0119902'], ['tt9576808'], ['tt6333284'], ['tt21920538'], ['tt6536704'], ['tt6536704'], ['tt4517666'], ['tt4200638'], ['tt6471152']]",14
Midnight,"[['tt14757872'], ['tt0025499'], ['tt0166707'], ['tt4152068'], ['tt0082744'], ['tt0097876'], ['tt3120322'], ['tt4152068'], ['tt0031647'], ['tt0025499'], ['tt3506078'], ['tt0808374'], ['tt0025499'], ['tt0013389'], ['tt4152068'], ['tt3775272'], ['tt6842206'], ['tt7554314'], ['tt14757872'], ['tt0082744'], ['tt0097876']]",14
Blood Money,"[['tt3758852'], ['tt2246595'], ['tt0115709'], ['tt0372179'], ['tt0080446'], ['tt22075784'], ['tt0174506'], ['tt4594286'], ['tt8559558'], ['tt1918708'], ['tt0023818'], ['tt0023818'], ['tt0115709'], ['tt4594286'], ['tt2246595'], ['tt1753521'], ['tt20357958'], ['tt3758852'], ['tt2246595'], ['tt16420402'], ['tt0115709'], ['tt1753521'], ['tt4594286']]",14
Possessed,"[['tt0039725'], ['tt0085928'], ['tt2150150'], ['tt0793574'], ['tt1535472'], ['tt3740416'], ['tt0085928'], ['tt4909266'], ['tt3810378'], ['tt12624886'], ['tt1825922'], ['tt1676989'], ['tt5818838'], ['tt0022276'], ['tt0039725'], ['tt3740416'], ['tt1535472'], ['tt0085928'], ['tt12624886'], ['tt0039725'], ['tt1535472'], ['tt3740416'], ['tt0085928'], ['tt12624886'], ['tt8872170']]",14
Borderline,"[['tt0042274'], ['tt3430694'], ['tt3430694'], ['tt7478674'], ['tt0042274'], ['tt3430694'], ['tt22180838'], ['tt20102794'], ['tt0080465'], ['tt1948536'], ['tt3903724'], ['tt8494374'], ['tt11845482'], ['tt14816508'], ['tt13650814'], ['tt0042274'], ['tt3430694'], ['tt3718068'], ['tt0191846'], ['tt7478674']]",14
Eden,"[['tt1734433'], ['tt0271017'], ['tt0765444'], ['tt15782068'], ['tt5975878'], ['tt15782068'], ['tt0352312'], ['tt15782068'], ['tt2806430'], ['tt3923018'], ['tt0271017'], ['tt2806430'], ['tt12193642'], ['tt4238006'], ['tt3706268'], ['tt2278931'], ['tt1734433'], ['tt3032282'], ['tt3090634']]",14
The Deal,"[['tt4432058'], ['tt0405861'], ['tt2224167'], ['tt0165210'], ['tt0848281'], ['tt4900034'], ['tt0405861'], ['tt9673226'], ['tt10521942'], ['tt11220408'], ['tt3882366'], ['tt2224167'], ['tt0493118'], ['tt10521942'], ['tt3882366'], ['tt10426758'], ['tt11220408'], ['tt12969084'], ['tt4432058'], ['tt0405861'], ['tt2224167'], ['tt0493118'], ['tt10521942'], ['tt10289786']]",14
Inferno,"[['tt3062096'], ['tt0045911'], ['tt0209043'], ['tt0235481'], ['tt0080923'], ['tt13344102'], ['tt9149142'], ['tt1362237'], ['tt0045911'], ['tt3062096'], ['tt10476530'], ['tt3062096'], ['tt3062096'], ['tt0119367'], ['tt0282613'], ['tt0209043'], ['tt3062096'], ['tt0045911'], ['tt0209043'], ['tt11237624'], ['tt13098510'], ['tt11258032']]",14
Virus,"[['tt6294496'], ['tt4998860'], ['tt0120458'], ['tt13729584'], ['tt3283176'], ['tt4257014'], ['tt1819776'], ['tt4949340'], ['tt4998860'], ['tt0120458'], ['tt1819776'], ['tt12691048'], ['tt4949340'], ['tt0120458'], ['tt0117716'], ['tt8643442'], ['tt10204700'], ['tt4998860'], ['tt0120458'], ['tt8941440'], ['tt0117716'], ['tt1819776'], ['tt0351955'], ['tt4998860']]",14
Vanished,"[['tt3289718'], ['tt7422416'], ['tt7764992'], ['tt2965222'], ['tt1816705'], ['tt3289718'], ['tt4661680'], ['tt3289718'], ['tt15476590'], ['tt3817822'], ['tt6721752'], ['tt15524762'], ['tt1816705'], ['tt20257124'], ['tt7422416'], ['tt4779446'], ['tt2076982']]",13
Metamorphosis,"[['tt13265204'], ['tt0097874'], ['tt0431265'], ['tt2285481'], ['tt23865064'], ['tt18974408'], ['tt12623692'], ['tt15404570'], ['tt1293092'], ['tt2108572'], ['tt6385538'], ['tt13265204'], ['tt0097874'], ['tt23865064'], ['tt12623692'], ['tt6385538'], ['tt0431265'], ['tt3520500'], ['tt0074561'], ['tt23865064'], ['tt6385538'], ['tt13265204'], ['tt0431265'], ['tt2108572'], ['tt3520500']]",13
Bad Blood,"[['tt0091497'], ['tt5477720'], ['tt0495024'], ['tt12628280'], ['tt12653060'], ['tt0091497'], ['tt0495024'], ['tt0495024'], ['tt0108495'], ['tt3685022'], ['tt0397907'], ['tt0096876'], ['tt3685022'], ['tt0495024'], ['tt22403312'], ['tt0082043'], ['tt5782040'], ['tt5795144']]",13
Black,"[['tt4008758'], ['tt0990359'], ['tt0429683'], ['tt6254884'], ['tt0123484'], ['tt4008758'], ['tt4324894'], ['tt0424849'], ['tt11127052'], ['tt11825710'], ['tt4324894'], ['tt4008758'], ['tt16914952'], ['tt0990359'], ['tt0429683'], ['tt7545268'], ['tt7254796'], ['tt2358919'], ['tt0424849'], ['tt11127052'], ['tt6254884'], ['tt16914952'], ['tt0990359'], ['tt0429683'], ['tt0424849'], ['tt11127052'], ['tt0123484']]",13
Collision,"[['tt10809742'], ['tt12754854'], ['tt5331716'], ['tt0022772'], ['tt26655152'], ['tt26599553'], ['tt1680123'], ['tt3397458'], ['tt5331716'], ['tt1680123'], ['tt11083442'], ['tt3960090'], ['tt5331716'], ['tt4089352'], ['tt10809742'], ['tt1680123'], ['tt1763204'], ['tt3650796'], ['tt5331716']]",13
Iris,"[['tt2771280'], ['tt10751906'], ['tt13298696'], ['tt1606618'], ['tt0280778'], ['tt0139385'], ['tt0006866'], ['tt1606618'], ['tt9080078'], ['tt0097591'], ['tt2771280'], ['tt5667456'], ['tt2771280'], ['tt5099490'], ['tt2771280'], ['tt9080078'], ['tt0097591'], ['tt8256978'], ['tt13298696'], ['tt3488684'], ['tt0280778']]",13
Chaos,"[['tt0402910'], ['tt0265116'], ['tt0295362'], ['tt5180784'], ['tt0405977'], ['tt13350292'], ['tt5965816'], ['tt7778650'], ['tt0259246'], ['tt0405977'], ['tt0295362'], ['tt5180784'], ['tt0284227'], ['tt16156048'], ['tt0402910'], ['tt5965816'], ['tt26744184'], ['tt0402910'], ['tt0405977'], ['tt0295362'], ['tt2365823'], ['tt5180784'], ['tt26744184']]",13
Anna,"[['tt3872918'], ['tt0028089'], ['tt6427854'], ['tt2661954'], ['tt0043287'], ['tt0094661'], ['tt5626136'], ['tt0094661'], ['tt1715336'], ['tt0094661'], ['tt1715336'], ['tt23149952'], ['tt7456310'], ['tt1579729'], ['tt7456310'], ['tt1715336'], ['tt8679660'], ['tt3872918'], ['tt6118134']]",13
Breakout,"[['tt2314886'], ['tt16154506'], ['tt16244156'], ['tt0305333'], ['tt15035320'], ['tt0072737'], ['tt0305333'], ['tt11351704'], ['tt11351704'], ['tt0052648'], ['tt2314886'], ['tt0072737'], ['tt16154506'], ['tt2072934'], ['tt5049998'], ['tt2768234'], ['tt2314886'], ['tt16154506'], ['tt25852740'], ['tt5049998'], ['tt11351704'], ['tt7273658']]",13
Silence,"[['tt0022384'], ['tt0017385'], ['tt8665474'], ['tt0490215'], ['tt0017385'], ['tt0072161'], ['tt0286108'], ['tt8665474'], ['tt25808194'], ['tt1731755'], ['tt8052150'], ['tt3425108'], ['tt0286108'], ['tt2401348'], ['tt2619946'], ['tt5643994']]",13
Animal,"[['tt13751694'], ['tt0408494'], ['tt18568616'], ['tt4401882'], ['tt2996684'], ['tt23732290'], ['tt4649716'], ['tt6099424'], ['tt0075683'], ['tt2573746'], ['tt2996684'], ['tt6099424'], ['tt2996684'], ['tt2996684'], ['tt0412412'], ['tt13751694'], ['tt2996684'], ['tt0075683'], ['tt0408494'], ['tt2996684'], ['tt7538958'], ['tt0412412'], ['tt18568616'], ['tt4305666']]",13
Medusa,"[['tt13846494'], ['tt12060154'], ['tt3237826'], ['tt16288778'], ['tt4006530'], ['tt21228710'], ['tt3780824'], ['tt0070380'], ['tt13155670'], ['tt3237826'], ['tt13846494'], ['tt6727212'], ['tt13155670'], ['tt6727212'], ['tt3237826'], ['tt1867011'], ['tt5925404'], ['tt3179572']]",13
Relentless,"[['tt0098184'], ['tt1825932'], ['tt0040726'], ['tt1766032'], ['tt12252300'], ['tt1766032'], ['tt8365306'], ['tt14482424'], ['tt9156960'], ['tt4019256'], ['tt0098184'], ['tt3486210'], ['tt14482424'], ['tt4067536'], ['tt5848554'], ['tt4378372']]",13
Savage,"[['tt9099800'], ['tt9742422'], ['tt1345512'], ['tt1334473'], ['tt16056288'], ['tt3380102'], ['tt11752418'], ['tt8525070'], ['tt0114339'], ['tt1334473'], ['tt7608210'], ['tt9742422'], ['tt0114339'], ['tt6540524'], ['tt9742422'], ['tt8525070'], ['tt0114339'], ['tt1345512'], ['tt1334473'], ['tt7661250'], ['tt10064076']]",13
The Basement,"[['tt6118340'], ['tt4942478'], ['tt1954886'], ['tt2005367'], ['tt4319842'], ['tt14998502'], ['tt6274618'], ['tt4532358'], ['tt1954886'], ['tt15292708'], ['tt0462192'], ['tt1954886'], ['tt2531822'], ['tt1486823'], ['tt6947442']]",13
The Chase,"[['tt0060232'], ['tt0109402'], ['tt8088944'], ['tt0038409'], ['tt1038691'], ['tt3228710'], ['tt0109402'], ['tt0038409'], ['tt1519644'], ['tt0038409'], ['tt8088944'], ['tt0109402'], ['tt0109402'], ['tt2935046'], ['tt8484036'], ['tt3197514'], ['tt1038691'], ['tt19352920'], ['tt21137304'], ['tt0060232'], ['tt0109402'], ['tt8088944'], ['tt0038409'], ['tt12969900'], ['tt8484036'], ['tt1038691']]",13
Deception,"[['tt0800240'], ['tt0038461'], ['tt10919444'], ['tt25010746'], ['tt0273520'], ['tt23649674'], ['tt3260596'], ['tt0038461'], ['tt0010962'], ['tt0038461'], ['tt0800240'], ['tt0107999'], ['tt25010746'], ['tt23649674'], ['tt16386256'], ['tt0800240'], ['tt0038461'], ['tt0107999'], ['tt13587506'], ['tt0251046'], ['tt0331464'], ['tt0010962']]",13
The Guardian,"[['tt14024066'], ['tt0175692'], ['tt0099710'], ['tt14024066'], ['tt0462326'], ['tt10974524'], ['tt7146054'], ['tt0099710'], ['tt5594956'], ['tt0406816'], ['tt2173985'], ['tt5594956'], ['tt0099710'], ['tt7146054'], ['tt14061934'], ['tt2173985'], ['tt0406816'], ['tt7146054'], ['tt5594956'], ['tt0207501'], ['tt5455320'], ['tt0099710'], ['tt14024066'], ['tt7655190'], ['tt5594956'], ['tt0207501']]",13
Thirst,"[['tt0343381'], ['tt3793668'], ['tt0762073'], ['tt3955808'], ['tt0080016'], ['tt11110904'], ['tt0762073'], ['tt0050870'], ['tt0080016'], ['tt3955808'], ['tt0080016'], ['tt3793668'], ['tt3955808'], ['tt0343381'], ['tt4737822'], ['tt3955808'], ['tt0080016'], ['tt2218938'], ['tt6214678'], ['tt4737822'], ['tt0762073'], ['tt6683070'], ['tt3955808'], ['tt2218938'], ['tt4737822'], ['tt3955808'], ['tt0080016'], ['tt8105518'], ['tt2218938'], ['tt11865688'], ['tt3793668']]",13
Cinderella,"[['tt8907882'], ['tt0845442'], ['tt1661199'], ['tt10155932'], ['tt0042332'], ['tt0168269'], ['tt0047843'], ['tt2057919'], ['tt1661199'], ['tt10155932'], ['tt0042332'], ['tt0168269'], ['tt0047843'], ['tt21986238'], ['tt0042332'], ['tt4863768'], ['tt1661199'], ['tt1661199'], ['tt10155932'], ['tt0042332'], ['tt0168269'], ['tt0003772'], ['tt0047843'], ['tt5089556'], ['tt2057919'], ['tt0419644'], ['tt0845442']]",13
Reunion,"[['tt9741526'], ['tt6079596'], ['tt13029956'], ['tt2748630'], ['tt11040798'], ['tt2298435'], ['tt0098197'], ['tt10790396'], ['tt9822470'], ['tt0028173'], ['tt9741526'], ['tt0028173'], ['tt2748630'], ['tt8302094'], ['tt3315202'], ['tt2748630'], ['tt9741526'], ['tt23827150'], ['tt13029956'], ['tt2748630']]",13
Lockdown,"[['tt7758954'], ['tt0277803'], ['tt21104330'], ['tt3024438'], ['tt13074222'], ['tt15353948'], ['tt12745352'], ['tt7758954'], ['tt0277803'], ['tt12083690'], ['tt13362964'], ['tt13074222'], ['tt0196708'], ['tt13160874'], ['tt7758954'], ['tt15150334'], ['tt3024438'], ['tt4759206']]",13
I Love You,"[['tt20788760'], ['tt9636910'], ['tt1440195'], ['tt5183654'], ['tt0091244'], ['tt1390838'], ['tt0294638'], ['tt0940710'], ['tt21828682'], ['tt0201039'], ['tt14408774'], ['tt2677190'], ['tt0245959'], ['tt0091244'], ['tt21828682'], ['tt1440195']]",13
Solo,"[['tt0174224'], ['tt0477472'], ['tt2374196'], ['tt6699860'], ['tt3026824'], ['tt0078291'], ['tt0088147'], ['tt2374196'], ['tt6699860'], ['tt6699860'], ['tt0117688'], ['tt1758564'], ['tt0117688'], ['tt6613814'], ['tt6182944'], ['tt6699860'], ['tt0117688'], ['tt3026824'], ['tt2374196'], ['tt6613814'], ['tt0174224'], ['tt1758564'], ['tt2340266'], ['tt1234553'], ['tt6699860']]",13
Alice,"[['tt4601232'], ['tt0095715'], ['tt13179872'], ['tt5832716'], ['tt6134232'], ['tt0099012'], ['tt9120416'], ['tt1899112'], ['tt2451728'], ['tt0095715'], ['tt4601232'], ['tt0095715'], ['tt6134232'], ['tt6134232'], ['tt0095715'], ['tt1010295'], ['tt0932922'], ['tt4601232'], ['tt0095715'], ['tt4947320'], ['tt5832716'], ['tt7058460'], ['tt4601232'], ['tt1899112']]",13
Stalker,"[['tt1411236'], ['tt8705918'], ['tt6160442'], ['tt14702510'], ['tt26898514'], ['tt8705918'], ['tt0079944'], ['tt21379060'], ['tt11957450'], ['tt2390327'], ['tt1411236'], ['tt6605136'], ['tt1844041'], ['tt2202579'], ['tt0485155'], ['tt6160442']]",13
Torment,"[['tt0109731'], ['tt0092100'], ['tt0015421'], ['tt2900822'], ['tt0092100'], ['tt6226880'], ['tt20183562'], ['tt7670466'], ['tt8061058'], ['tt0036914'], ['tt4323460'], ['tt1787927'], ['tt4323460'], ['tt0109731'], ['tt2900822'], ['tt2769814'], ['tt20183562'], ['tt2828140']]",13
Spiral,"[['tt10342730'], ['tt10342730'], ['tt0244870'], ['tt9247314'], ['tt0134928'], ['tt13694588'], ['tt0177247'], ['tt10342730'], ['tt9247314'], ['tt0134928'], ['tt8405708'], ['tt0244870'], ['tt0134928'], ['tt3523480'], ['tt10342730'], ['tt9247314'], ['tt0134928'], ['tt14551982'], ['tt0491162'], ['tt5646604'], ['tt8405708'], ['tt1641407'], ['tt5779854']]",13
Villain,"[['tt9820352'], ['tt0067952'], ['tt6616800'], ['tt1542840'], ['tt3605704'], ['tt13236652'], ['tt1542840'], ['tt9820352'], ['tt6616800'], ['tt9760934'], ['tt0417241'], ['tt3605704'], ['tt9820352'], ['tt0067952'], ['tt6616800'], ['tt0417241'], ['tt6214906'], ['tt3605704'], ['tt0893561'], ['tt2258106'], ['tt3160174'], ['tt9537298']]",13
Fear,"[['tt0057533'], ['tt12830948'], ['tt0988036'], ['tt6818570'], ['tt8050724'], ['tt15414520'], ['tt6143120'], ['tt0072214'], ['tt13175334'], ['tt0038524'], ['tt0038524'], ['tt6818570'], ['tt6818570'], ['tt6143120'], ['tt0095143'], ['tt6143120'], ['tt0116287'], ['tt10383786'], ['tt6818570']]",13
Hide and Seek,"[['tt0160362'], ['tt5457656'], ['tt0343787'], ['tt0382077'], ['tt1117976'], ['tt4555758'], ['tt0343787'], ['tt0382077'], ['tt7975192'], ['tt3155654'], ['tt5662906'], ['tt0343787'], ['tt12384786'], ['tt0160362'], ['tt12384786'], ['tt7975192'], ['tt3155654'], ['tt5662906'], ['tt0160362'], ['tt1117976'], ['tt0343787'], ['tt0126943'], ['tt2087807'], ['tt7699008']]",13
Bloodline,"[['tt8883524'], ['tt0078879'], ['tt8883524'], ['tt1650041'], ['tt1773314'], ['tt0488967'], ['tt6697052'], ['tt5218826'], ['tt8338774'], ['tt21156670'], ['tt0078879'], ['tt0078879'], ['tt1190537'], ['tt9135012'], ['tt5218826'], ['tt6697052'], ['tt5218826'], ['tt8883524'], ['tt0078879'], ['tt2964364'], ['tt8338774']]",12
Robin Hood,"[['tt0955308'], ['tt8558276'], ['tt0070608'], ['tt0102797'], ['tt0013556'], ['tt12211820'], ['tt0070608'], ['tt0013556'], ['tt12211820'], ['tt0070608'], ['tt0146249'], ['tt0955308'], ['tt4532826'], ['tt0070608'], ['tt0102797'], ['tt0013556'], ['tt12211820'], ['tt0003337'], ['tt8558276'], ['tt0955308'], ['tt4532826'], ['tt0102797'], ['tt2363363'], ['tt4624762'], ['tt8558276'], ['tt16612228'], ['tt4532826']]",12
Homecoming,"[['tt0424855'], ['tt10115212'], ['tt0040446'], ['tt2365416'], ['tt0018990'], ['tt2176070'], ['tt1779070'], ['tt0040446'], ['tt0424855'], ['tt5116212'], ['tt4346320'], ['tt14402634'], ['tt0040446'], ['tt0018990'], ['tt1135500'], ['tt0424855'], ['tt5116212'], ['tt14662460']]",12
The Intruder,"[['tt0023064'], ['tt6722030'], ['tt11417886'], ['tt6299592'], ['tt1773741'], ['tt0151070'], ['tt0402129'], ['tt0187995'], ['tt13726852'], ['tt0187995'], ['tt0426037'], ['tt0151070'], ['tt0023064'], ['tt13726852'], ['tt0151070'], ['tt0048211'], ['tt6722030'], ['tt11417886'], ['tt0187995'], ['tt0426037'], ['tt0023064'], ['tt0402129'], ['tt9470304']]",12
